Customer_ID,Annual_Income,Employment_Type
CUSTB16151,794481.0,Salaried
CUSTB16152,455137.0,Salaried
CUSTB16153,659909.0,Salaried
CUSTB16154,543484.0,Self Employed
CUSTB16155,761435.0,Self Employed
CUSTB16156,523395.0,Salaried
CUSTB16157,766457.0,Salaried
CUSTB16158,342631.0,Self Employed
CUSTB16159,338809.0,Salaried
CUSTB16160,528217.0,Salaried
CUSTB16161,405735.0,Self Employed
CUSTB16162,276710.0,Salaried
CUSTB16163,353715.0,Self Employed
CUSTB16164,648735.0,Self Employed
CUSTB16165,294890.0,Self Employed
CUSTB16166,795479.0,Salaried
CUSTB16167,281144.0,Self Employed
CUSTB16168,783225.0,Salaried
CUSTB16169,770854.0,Self Employed
CUSTB16170,742804.0,Self Employed
CUSTB16171,590055.0,Salaried
CUSTB16172,342526.0,Self Employed
CUSTB16173,358144.0,Self Employed
CUSTB16174,565926.0,Self Employed
CUSTB16175,224008.0,Salaried
CUSTB16176,221804.0,Salaried
CUSTB16177,584415.0,Salaried
CUSTB16178,431516.0,Self Employed
CUSTB16179,291466.0,Self Employed
CUSTB16180,777007.0,Salaried
CUSTB16181,418701.0,Self Employed
CUSTB16182,728046.0,Self Employed
CUSTB16183,695321.0,Salaried
CUSTB16184,743516.0,Self Employed
CUSTB16185,535231.0,Self Employed
CUSTB16186,522493.0,Salaried
CUSTB16187,289198.0,Self Employed
CUSTB16188,227182.0,Self Employed
CUSTB16189,595704.0,Self Employed
CUSTB16190,208584.0,Self Employed
CUSTB16191,777423.0,Self Employed
CUSTB16192,349299.0,Self Employed
CUSTB16193,233131.0,Self Employed
CUSTB16194,222419.0,Self Employed
CUSTB16195,749808.0,Self Employed
CUSTB16196,223388.0,Self Employed
CUSTB16197,434450.0,Self Employed
CUSTB16198,541583.0,Salaried
CUSTB16199,722712.0,Self Employed
CUSTB16200,741332.0,Salaried
CUSTB16201,794309.0,Self Employed
CUSTB16202,596949.0,Self Employed
CUSTB16203,405559.0,Self Employed
CUSTB16204,241023.0,Salaried
CUSTB16205,462597.0,Self Employed
CUSTB16206,551672.0,Salaried
CUSTB16207,414898.0,Self Employed
CUSTB16208,446714.0,Salaried
CUSTB16209,607731.0,Self Employed
CUSTB16210,380393.0,Salaried
CUSTB16211,244873.0,Salaried
CUSTB16212,684621.0,Salaried
CUSTB16213,244368.0,Self Employed
CUSTB16214,678377.0,Self Employed
CUSTB16215,577240.0,Salaried
CUSTB16216,755876.0,Salaried
CUSTB16217,529041.0,Salaried
CUSTB16218,791231.0,Salaried
CUSTB16219,286826.0,Self Employed
CUSTB16220,453097.0,Self Employed
CUSTB16221,596436.0,Self Employed
CUSTB16222,449351.0,Self Employed
CUSTB16223,351713.0,Salaried
CUSTB16224,257676.0,Self Employed
CUSTB16225,212954.0,Self Employed
CUSTB16226,253669.0,Salaried
CUSTB16227,303519.0,Salaried
CUSTB16228,331321.0,Self Employed
CUSTB16229,350858.0,Salaried
CUSTB16230,315261.0,Self Employed
CUSTB16231,496897.0,Self Employed
CUSTB16232,268032.0,Salaried
CUSTB16233,494924.0,Self Employed
CUSTB16234,448440.0,Salaried
CUSTB16235,765424.0,Self Employed
CUSTB16236,510125.0,Salaried
CUSTB16237,468063.0,Salaried
CUSTB16238,529486.0,Salaried
CUSTB16239,631222.0,Salaried
CUSTB16240,678167.0,Salaried
CUSTB16241,699736.0,Salaried
CUSTB16242,502960.0,Self Employed
CUSTB16243,400299.0,Salaried
CUSTB16244,569440.0,Self Employed
CUSTB16245,450600.0,Salaried
CUSTB16246,635056.0,Salaried
CUSTB16247,716822.0,Salaried
CUSTB16248,506558.0,Self Employed
CUSTB16249,302336.0,Salaried
CUSTB16250,632536.0,Self Employed
CUSTB16251,344922.0,Self Employed
CUSTB16252,339168.0,Salaried
CUSTB16253,770759.0,Salaried
CUSTB16254,559747.0,Self Employed
CUSTB16255,574338.0,Salaried
CUSTB16256,338017.0,Self Employed
CUSTB16257,639478.0,Salaried
CUSTB16258,384981.0,Self Employed
CUSTB16259,616803.0,Self Employed
CUSTB16260,797330.0,Self Employed
CUSTB16261,247903.0,Salaried
CUSTB16262,659275.0,Self Employed
CUSTB16263,574966.0,Self Employed
CUSTB16264,384424.0,Self Employed
CUSTB16265,601522.0,Salaried
CUSTB16266,778372.0,Salaried
CUSTB16267,671056.0,Self Employed
CUSTB16268,414363.0,Self Employed
CUSTB16269,731359.0,Self Employed
CUSTB16270,763004.0,Salaried
CUSTB16271,442484.0,Self Employed
CUSTB16272,534081.0,Self Employed
CUSTB16273,213912.0,Salaried
CUSTB16274,409619.0,Salaried
CUSTB16275,245518.0,Self Employed
CUSTB16276,296660.0,Self Employed
CUSTB16277,402825.0,Salaried
CUSTB16278,208665.0,Self Employed
CUSTB16279,433112.0,Salaried
CUSTB16280,375309.0,Salaried
CUSTB16281,239973.0,Salaried
CUSTB16282,434961.0,Self Employed
CUSTB16283,326387.0,Self Employed
CUSTB16284,514217.0,Self Employed
CUSTB16285,676363.0,Salaried
CUSTB16286,686260.0,Self Employed
CUSTB16287,328386.0,Salaried
CUSTB16288,555410.0,Self Employed
CUSTB16289,661287.0,Self Employed
CUSTB16290,270540.0,Salaried
CUSTB16291,435638.0,Self Employed
CUSTB16292,465376.0,Salaried
CUSTB16293,209157.0,Salaried
CUSTB16294,751106.0,Salaried
CUSTB16295,616106.0,Self Employed
CUSTB16296,720751.0,Salaried
CUSTB16297,389125.0,Self Employed
CUSTB16298,726721.0,Salaried
CUSTB16299,547205.0,Salaried
CUSTB16300,678560.0,Salaried
CUSTB16301,216250.0,Salaried
CUSTB16302,222648.0,Self Employed
CUSTB16303,529773.0,Salaried
CUSTB16304,541695.0,Salaried
CUSTB16305,567295.0,Self Employed
CUSTB16306,474201.0,Salaried
CUSTB16307,272365.0,Salaried
CUSTB16308,485060.0,Salaried
CUSTB16309,462792.0,Self Employed
CUSTB16310,304903.0,Self Employed
CUSTB16311,372734.0,Self Employed
CUSTB16312,336381.0,Self Employed
CUSTB16313,213256.0,Self Employed
CUSTB16314,291178.0,Self Employed
CUSTB16315,491494.0,Salaried
CUSTB16316,436133.0,Salaried
CUSTB16317,217289.0,Self Employed
CUSTB16318,237820.0,Self Employed
CUSTB16319,619976.0,Salaried
CUSTB16320,526672.0,Self Employed
CUSTB16321,595270.0,Self Employed
CUSTB16322,295964.0,Salaried
CUSTB16323,202140.0,Self Employed
CUSTB16324,311129.0,Salaried
CUSTB16325,799482.0,Salaried
CUSTB16326,419931.0,Salaried
CUSTB16327,395388.0,Self Employed
CUSTB16328,690489.0,Salaried
CUSTB16329,166734.0,Self Employed
CUSTB16330,748770.0,Self Employed
CUSTB16331,451419.0,Self Employed
CUSTB16332,231218.0,Self Employed
CUSTB16333,247368.0,Self Employed
CUSTB16334,454635.0,Self Employed
CUSTB16335,627279.0,Self Employed
CUSTB16336,269867.0,Salaried
CUSTB16337,707809.0,Salaried
CUSTB16338,393062.0,Salaried
CUSTB16339,691024.0,Salaried
CUSTB16340,426989.0,Self Employed
CUSTB16341,376440.0,Self Employed
CUSTB16342,559785.0,Salaried
CUSTB16343,548281.0,Salaried
CUSTB16344,495728.0,Self Employed
CUSTB16345,391290.0,Salaried
CUSTB16346,721343.0,Self Employed
CUSTB16347,527386.0,Self Employed
CUSTB16348,497504.0,Salaried
CUSTB16349,229781.0,Salaried
CUSTB16350,461118.0,Salaried
CUSTB16351,336187.0,Salaried
CUSTB16352,651048.0,Self Employed
CUSTB16353,441724.0,Salaried
CUSTB16354,500765.0,Salaried
CUSTB16355,264029.0,Self Employed
CUSTB16356,267104.0,Self Employed
CUSTB16357,217423.0,Self Employed
CUSTB16358,579160.0,Self Employed
CUSTB16359,549206.0,Self Employed
CUSTB16360,488746.0,Self Employed
CUSTB16361,661437.0,Salaried
CUSTB16362,299753.0,Self Employed
CUSTB16363,590701.0,Salaried
CUSTB16364,368410.0,Salaried
CUSTB16365,745757.0,Self Employed
CUSTB16366,284487.0,Self Employed
CUSTB16367,527050.0,Self Employed
CUSTB16368,763232.0,Self Employed
CUSTB16369,326045.0,Salaried
CUSTB16370,659089.0,Self Employed
CUSTB16371,345318.0,Self Employed
CUSTB16372,761698.0,Salaried
CUSTB16373,626667.0,Self Employed
CUSTB16374,413736.0,Self Employed
CUSTB16375,225361.0,Salaried
CUSTB16376,774264.0,Salaried
CUSTB16377,502702.0,Self Employed
CUSTB16378,475114.0,Salaried
CUSTB16379,208518.0,Self Employed
CUSTB16380,435475.0,Self Employed
CUSTB16381,231665.0,Salaried
CUSTB16382,742484.0,Salaried
CUSTB16383,766425.0,Salaried
CUSTB16384,692025.0,Salaried
CUSTB16385,745686.0,Self Employed
CUSTB16386,646368.0,Self Employed
CUSTB16387,409393.0,Self Employed
CUSTB16388,258850.0,Salaried
CUSTB16389,635877.0,Self Employed
CUSTB16390,592366.0,Salaried
CUSTB16391,559027.0,Salaried
CUSTB16392,334440.0,Salaried
CUSTB16393,697063.0,Salaried
CUSTB16394,283513.0,Self Employed
CUSTB16395,224260.0,Self Employed
CUSTB16396,417376.0,Salaried
CUSTB16397,399245.0,Self Employed
CUSTB16398,401758.0,Salaried
CUSTB16399,672128.0,Self Employed
CUSTB16400,284555.0,Self Employed
CUSTB16401,309295.0,Self Employed
CUSTB16402,499245.0,Salaried
CUSTB16403,480861.0,Salaried
CUSTB16404,346544.0,Self Employed
CUSTB16405,428433.0,Self Employed
CUSTB16406,317146.0,Self Employed
CUSTB16407,694834.0,Salaried
CUSTB16408,575819.0,Self Employed
CUSTB16409,358643.0,Self Employed
CUSTB16410,274064.0,Salaried
CUSTB16411,248266.0,Self Employed
CUSTB16412,204934.0,Self Employed
CUSTB16413,523948.0,Self Employed
CUSTB16414,349122.0,Self Employed
CUSTB16415,729683.0,Salaried
CUSTB16416,216496.0,Self Employed
CUSTB16417,546167.0,Self Employed
CUSTB16418,729652.0,Salaried
CUSTB16419,246627.0,Salaried
CUSTB16420,226577.0,Self Employed
CUSTB16421,659458.0,Salaried
CUSTB16422,703359.0,Salaried
CUSTB16423,228337.0,Salaried
CUSTB16424,772357.0,Self Employed
CUSTB16425,273988.0,Salaried
CUSTB16426,673804.0,Salaried
CUSTB16427,544322.0,Salaried
CUSTB16428,600685.0,Self Employed
CUSTB16429,547478.0,Salaried
CUSTB16430,306118.0,Self Employed
CUSTB16431,577881.0,Self Employed
CUSTB16432,337171.0,Salaried
CUSTB16433,610175.0,Self Employed
CUSTB16434,508743.0,Self Employed
CUSTB16435,550228.0,Self Employed
CUSTB16436,421933.0,Self Employed
CUSTB16437,393042.0,Salaried
CUSTB16438,694131.0,Self Employed
CUSTB16439,216711.0,Self Employed
CUSTB16440,617285.0,Salaried
CUSTB16441,482992.0,Self Employed
CUSTB16442,767429.0,Salaried
CUSTB16443,359028.0,Salaried
CUSTB16444,389476.0,Salaried
CUSTB16445,250802.0,Salaried
CUSTB16446,205545.0,Salaried
CUSTB16447,602383.0,Self Employed
CUSTB16448,405280.0,Self Employed
CUSTB16449,243599.0,Salaried
CUSTB16450,527858.0,Self Employed
CUSTB16451,336347.0,Salaried
CUSTB16452,417642.0,Self Employed
CUSTB16453,522549.0,Self Employed
CUSTB16454,290759.0,Salaried
CUSTB16455,564099.0,Salaried
CUSTB16456,448972.0,Self Employed
CUSTB16457,469620.0,Salaried
CUSTB16458,253141.0,Self Employed
CUSTB16459,450025.0,Self Employed
CUSTB16460,586399.0,Self Employed
CUSTB16461,354014.0,Self Employed
CUSTB16462,743329.0,Self Employed
CUSTB16463,414584.0,Self Employed
CUSTB16464,462982.0,Salaried
CUSTB16465,579461.0,Self Employed
CUSTB16466,639374.0,Salaried
CUSTB16467,497877.0,Self Employed
CUSTB16468,482874.0,Self Employed
CUSTB16469,495734.0,Self Employed
CUSTB16470,151057.0,Self Employed
CUSTB16471,216392.0,Salaried
CUSTB16472,618418.0,Salaried
CUSTB16473,424163.0,Salaried
CUSTB16474,554393.0,Self Employed
CUSTB16475,623978.0,Self Employed
CUSTB16476,759708.0,Self Employed
CUSTB16477,668136.0,Salaried
CUSTB16478,463913.0,Salaried
CUSTB16479,268737.0,Self Employed
CUSTB16480,320511.0,Self Employed
CUSTB16481,627238.0,Salaried
CUSTB16482,437089.0,Salaried
CUSTB16483,564527.0,Self Employed
CUSTB16484,752791.0,Salaried
CUSTB16485,463859.0,Salaried
CUSTB16486,267319.0,Salaried
CUSTB16487,798731.0,Self Employed
CUSTB16488,356172.0,Self Employed
CUSTB16489,483104.0,Salaried
CUSTB16490,676936.0,Self Employed
CUSTB16491,645375.0,Self Employed
CUSTB16492,795635.0,Self Employed
CUSTB16493,691464.0,Salaried
CUSTB16494,672242.0,Self Employed
CUSTB16495,220845.0,Salaried
CUSTB16496,757557.0,Self Employed
CUSTB16497,597991.0,Self Employed
CUSTB16498,699796.0,Self Employed
CUSTB16499,654138.0,Salaried
CUSTB16500,163250.0,Salaried
CUSTB16501,205037.0,Self Employed
CUSTB16502,795815.0,Self Employed
CUSTB16503,701353.0,Self Employed
CUSTB16504,223018.0,Salaried
CUSTB16505,543122.0,Salaried
CUSTB16506,683259.0,Self Employed
CUSTB16507,483790.0,Salaried
CUSTB16508,615141.0,Self Employed
CUSTB16509,582467.0,Salaried
CUSTB16510,383057.0,Self Employed
CUSTB16511,713245.0,Self Employed
CUSTB16512,676526.0,Self Employed
CUSTB16513,662007.0,Self Employed
CUSTB16514,372355.0,Self Employed
CUSTB16515,724344.0,Salaried
CUSTB16516,311911.0,Salaried
CUSTB16517,613043.0,Salaried
CUSTB16518,220579.0,Self Employed
CUSTB16519,388454.0,Salaried
CUSTB16520,322881.0,Salaried
CUSTB16521,787934.0,Self Employed
CUSTB16522,712258.0,Self Employed
CUSTB16523,576169.0,Self Employed
CUSTB16524,381750.0,Self Employed
CUSTB16525,720219.0,Salaried
CUSTB16526,588168.0,Self Employed
CUSTB16527,780306.0,Self Employed
CUSTB16528,591878.0,Self Employed
CUSTB16529,343237.0,Self Employed
CUSTB16530,602575.0,Salaried
CUSTB16531,366127.0,Self Employed
CUSTB16532,560929.0,Salaried
CUSTB16533,413887.0,Self Employed
CUSTB16534,234172.0,Salaried
CUSTB16535,760047.0,Self Employed
CUSTB16536,519183.0,Self Employed
CUSTB16537,566965.0,Self Employed
CUSTB16538,609869.0,Self Employed
CUSTB16539,631346.0,Self Employed
CUSTB16540,786775.0,Self Employed
CUSTB16541,466429.0,Self Employed
CUSTB16542,657134.0,Salaried
CUSTB16543,685955.0,Salaried
CUSTB16544,283274.0,Self Employed
CUSTB16545,711634.0,Salaried
CUSTB16546,398171.0,Salaried
CUSTB16547,629304.0,Salaried
CUSTB16548,605139.0,Self Employed
CUSTB16549,281773.0,Self Employed
CUSTB16550,707024.0,Self Employed
CUSTB16551,427225.0,Self Employed
CUSTB16552,557797.0,Salaried
CUSTB16553,595341.0,Self Employed
CUSTB16554,665453.0,Salaried
CUSTB16555,208209.0,Self Employed
CUSTB16556,311162.0,Self Employed
CUSTB16557,729362.0,Self Employed
CUSTB16558,710512.0,Salaried
CUSTB16559,599783.0,Self Employed
CUSTB16560,510644.0,Salaried
CUSTB16561,663885.0,Self Employed
CUSTB16562,551117.0,Salaried
CUSTB16563,388409.0,Self Employed
CUSTB16564,641841.0,Salaried
CUSTB16565,769331.0,Self Employed
CUSTB16566,393703.0,Self Employed
CUSTB16567,652027.0,Self Employed
CUSTB16568,283547.0,Self Employed
CUSTB16569,625809.0,Self Employed
CUSTB16570,405869.0,Self Employed
CUSTB16571,506128.0,Salaried
CUSTB16572,767048.0,Salaried
CUSTB16573,326476.0,Self Employed
CUSTB16574,444083.0,Salaried
CUSTB16575,412551.0,Salaried
CUSTB16576,481793.0,Self Employed
CUSTB16577,680787.0,Salaried
CUSTB16578,569031.0,Self Employed
CUSTB16579,455269.0,Self Employed
CUSTB16580,709208.0,Salaried
CUSTB16581,617923.0,Self Employed
CUSTB16582,324518.0,Salaried
CUSTB16583,369487.0,Self Employed
CUSTB16584,548015.0,Salaried
CUSTB16585,684280.0,Self Employed
CUSTB16586,301855.0,Self Employed
CUSTB16587,765014.0,Salaried
CUSTB16588,231780.0,Salaried
CUSTB16589,287606.0,Self Employed
CUSTB16590,551060.0,Self Employed
CUSTB16591,654377.0,Self Employed
CUSTB16592,276938.0,Self Employed
CUSTB16593,232265.0,Salaried
CUSTB16594,371041.0,Salaried
CUSTB16595,758695.0,Salaried
CUSTB16596,628812.0,Self Employed
CUSTB16597,396953.0,Salaried
CUSTB16598,555827.0,Salaried
CUSTB16599,700286.0,Self Employed
CUSTB16600,500787.0,Salaried
CUSTB16601,219267.0,Self Employed
CUSTB16602,457156.0,Salaried
CUSTB16603,212615.0,Self Employed
CUSTB16604,291595.0,Self Employed
CUSTB16605,519907.0,Salaried
CUSTB16606,291263.0,Self Employed
CUSTB16607,246203.0,Self Employed
CUSTB16608,486077.0,Self Employed
CUSTB16609,671807.0,Salaried
CUSTB16610,371203.0,Salaried
CUSTB16611,589734.0,Self Employed
CUSTB16612,322668.0,Self Employed
CUSTB16613,626514.0,Self Employed
CUSTB16614,322669.0,Self Employed
CUSTB16615,155874.0,Self Employed
CUSTB16616,233556.0,Salaried
CUSTB16617,387444.0,Self Employed
CUSTB16618,584604.0,Self Employed
CUSTB16619,436763.0,Self Employed
CUSTB16620,645916.0,Self Employed
CUSTB16621,403925.0,Salaried
CUSTB16622,637290.0,Salaried
CUSTB16623,339116.0,Salaried
CUSTB16624,781168.0,Self Employed
CUSTB16625,564153.0,Self Employed
CUSTB16626,317100.0,Self Employed
CUSTB16627,462659.0,Self Employed
CUSTB16628,377369.0,Salaried
CUSTB16629,781542.0,Self Employed
CUSTB16630,311198.0,Salaried
CUSTB16631,300103.0,Self Employed
CUSTB16632,465954.0,Salaried
CUSTB16633,602249.0,Salaried
CUSTB16634,515996.0,Salaried
CUSTB16635,534623.0,Salaried
CUSTB16636,605839.0,Salaried
CUSTB16637,692180.0,Self Employed
CUSTB16638,488205.0,Self Employed
CUSTB16639,476917.0,Salaried
CUSTB16640,528567.0,Salaried
CUSTB16641,713189.0,Self Employed
CUSTB16642,624918.0,Salaried
CUSTB16643,255884.0,Self Employed
CUSTB16644,685666.0,Salaried
CUSTB16645,206628.0,Self Employed
CUSTB16646,344618.0,Salaried
CUSTB16647,438581.0,Self Employed
CUSTB16648,417067.0,Self Employed
CUSTB16649,436479.0,Salaried
CUSTB16650,538290.0,Self Employed
CUSTB16651,663393.0,Salaried
CUSTB16652,244620.0,Self Employed
CUSTB16653,535555.0,Self Employed
CUSTB16654,342526.0,Self Employed
CUSTB16655,640298.0,Salaried
CUSTB16656,375635.0,Salaried
CUSTB16657,540636.0,Salaried
CUSTB16658,760137.0,Self Employed
CUSTB16659,206503.0,Salaried
CUSTB16660,546021.0,Self Employed
CUSTB16661,736731.0,Salaried
CUSTB16662,608902.0,Self Employed
CUSTB16663,533714.0,Salaried
CUSTB16664,711526.0,Salaried
CUSTB16665,410960.0,Self Employed
CUSTB16666,554711.0,Salaried
CUSTB16667,333660.0,Salaried
CUSTB16668,284719.0,Salaried
CUSTB16669,233363.0,Self Employed
CUSTB16670,587764.0,Self Employed
CUSTB16671,362980.0,Salaried
CUSTB16672,418167.0,Salaried
CUSTB16673,716939.0,Self Employed
CUSTB16674,327029.0,Self Employed
CUSTB16675,604193.0,Self Employed
CUSTB16676,225410.0,Self Employed
CUSTB16677,541707.0,Self Employed
CUSTB16678,664251.0,Self Employed
CUSTB16679,271496.0,Salaried
CUSTB16680,367021.0,Self Employed
CUSTB16681,778037.0,Self Employed
CUSTB16682,348411.0,Salaried
CUSTB16683,409957.0,Salaried
CUSTB16684,457975.0,Self Employed
CUSTB16685,635339.0,Salaried
CUSTB16686,542682.0,Self Employed
CUSTB16687,293057.0,Salaried
CUSTB16688,392241.0,Salaried
CUSTB16689,496712.0,Salaried
CUSTB16690,394555.0,Salaried
CUSTB16691,687390.0,Self Employed
CUSTB16692,482827.0,Salaried
CUSTB16693,774061.0,Salaried
CUSTB16694,217002.0,Salaried
CUSTB16695,249363.0,Self Employed
CUSTB16696,376034.0,Salaried
CUSTB16697,469506.0,Self Employed
CUSTB16698,442688.0,Self Employed
CUSTB16699,517362.0,Salaried
CUSTB16700,351145.0,Salaried
CUSTB16701,409397.0,Self Employed
CUSTB16702,373670.0,Self Employed
CUSTB16703,445356.0,Salaried
CUSTB16704,684941.0,Self Employed
CUSTB16705,345603.0,Salaried
CUSTB16706,247269.0,Salaried
CUSTB16707,675524.0,Salaried
CUSTB16708,501882.0,Self Employed
CUSTB16709,356110.0,Salaried
CUSTB16710,437601.0,Salaried
CUSTB16711,382371.0,Salaried
CUSTB16712,549756.0,Salaried
CUSTB16713,219084.0,Salaried
CUSTB16714,639332.0,Salaried
CUSTB16715,460413.0,Salaried
CUSTB16716,780687.0,Salaried
CUSTB16717,708539.0,Self Employed
CUSTB16718,643574.0,Self Employed
CUSTB16719,418177.0,Self Employed
CUSTB16720,709202.0,Salaried
CUSTB16721,749046.0,Self Employed
CUSTB16722,673407.0,Salaried
CUSTB16723,508712.0,Self Employed
CUSTB16724,795509.0,Self Employed
CUSTB16725,209444.0,Salaried
CUSTB16726,422800.0,Self Employed
CUSTB16727,485544.0,Self Employed
CUSTB16728,467438.0,Salaried
CUSTB16729,723211.0,Self Employed
CUSTB16730,382031.0,Self Employed
CUSTB16731,771495.0,Salaried
CUSTB16732,210219.0,Self Employed
CUSTB16733,672561.0,Salaried
CUSTB16734,776331.0,Self Employed
CUSTB16735,341309.0,Self Employed
CUSTB16736,346303.0,Self Employed
CUSTB16737,586053.0,Salaried
CUSTB16738,623823.0,Salaried
CUSTB16739,701827.0,Self Employed
CUSTB16740,731954.0,Self Employed
CUSTB16741,529289.0,Salaried
CUSTB16742,287847.0,Self Employed
CUSTB16743,638262.0,Salaried
CUSTB16744,370820.0,Salaried
CUSTB16745,736681.0,Salaried
CUSTB16746,753724.0,Self Employed
CUSTB16747,463101.0,Salaried
CUSTB16748,377226.0,Salaried
CUSTB16749,223369.0,Self Employed
CUSTB16750,245163.0,Salaried
CUSTB16751,753934.0,Self Employed
CUSTB16752,282207.0,Self Employed
CUSTB16753,389825.0,Self Employed
CUSTB16754,436209.0,Self Employed
CUSTB16755,575008.0,Self Employed
CUSTB16756,645624.0,Self Employed
CUSTB16757,416239.0,Salaried
CUSTB16758,204194.0,Self Employed
CUSTB16759,667898.0,Self Employed
CUSTB16760,505518.0,Self Employed
CUSTB16761,503684.0,Salaried
CUSTB16762,302318.0,Salaried
CUSTB16763,655525.0,Self Employed
CUSTB16764,553901.0,Self Employed
CUSTB16765,746681.0,Salaried
CUSTB16766,720093.0,Self Employed
CUSTB16767,335217.0,Self Employed
CUSTB16768,623382.0,Salaried
CUSTB16769,365554.0,Salaried
CUSTB16770,367804.0,Salaried
CUSTB16771,363067.0,Salaried
CUSTB16772,531648.0,Salaried
CUSTB16773,714847.0,Self Employed
CUSTB16774,369795.0,Self Employed
CUSTB16775,466911.0,Salaried
CUSTB16776,371427.0,Salaried
CUSTB16777,770447.0,Self Employed
CUSTB16778,394751.0,Self Employed
CUSTB16779,798341.0,Salaried
CUSTB16780,625748.0,Self Employed
CUSTB16781,716750.0,Self Employed
CUSTB16782,306623.0,Self Employed
CUSTB16783,426760.0,Self Employed
CUSTB16784,784148.0,Salaried
CUSTB16785,495201.0,Self Employed
CUSTB16786,494872.0,Self Employed
CUSTB16787,732983.0,Self Employed
CUSTB16788,691827.0,Salaried
CUSTB16789,538837.0,Self Employed
CUSTB16790,519439.0,Salaried
CUSTB16791,669791.0,Salaried
CUSTB16792,680095.0,Self Employed
CUSTB16793,507077.0,Salaried
CUSTB16794,670437.0,Salaried
CUSTB16795,630522.0,Salaried
CUSTB16796,782564.0,Salaried
CUSTB16797,472312.0,Self Employed
CUSTB16798,767427.0,Self Employed
CUSTB16799,391098.0,Salaried
CUSTB16800,445518.0,Self Employed
CUSTB16801,335159.0,Salaried
CUSTB16802,501582.0,Salaried
CUSTB16803,662828.0,Self Employed
CUSTB16804,411862.0,Salaried
CUSTB16805,667161.0,Self Employed
CUSTB16806,450563.0,Self Employed
CUSTB16807,355556.0,Salaried
CUSTB16808,210724.0,Self Employed
CUSTB16809,507601.0,Self Employed
CUSTB16810,319789.0,Self Employed
CUSTB16811,205714.0,Self Employed
CUSTB16812,500806.0,Salaried
CUSTB16813,752532.0,Self Employed
CUSTB16814,688436.0,Salaried
CUSTB16815,401781.0,Self Employed
CUSTB16816,363900.0,Salaried
CUSTB16817,265800.0,Salaried
CUSTB16818,581365.0,Salaried
CUSTB16819,411924.0,Self Employed
CUSTB16820,504418.0,Salaried
CUSTB16821,765035.0,Salaried
CUSTB16822,270256.0,Salaried
CUSTB16823,620702.0,Self Employed
CUSTB16824,292958.0,Self Employed
CUSTB16825,456492.0,Self Employed
CUSTB16826,553060.0,Salaried
CUSTB16827,303438.0,Salaried
CUSTB16828,385165.0,Salaried
CUSTB16829,226974.0,Salaried
CUSTB16830,666243.0,Self Employed
CUSTB16831,562721.0,Self Employed
CUSTB16832,397627.0,Salaried
CUSTB16833,430506.0,Self Employed
CUSTB16834,785612.0,Self Employed
CUSTB16835,604303.0,Self Employed
CUSTB16836,690724.0,Self Employed
CUSTB16837,438291.0,Self Employed
CUSTB16838,642124.0,Self Employed
CUSTB16839,288970.0,Salaried
CUSTB16840,741786.0,Salaried
CUSTB16841,350337.0,Self Employed
CUSTB16842,482456.0,Self Employed
CUSTB16843,289986.0,Self Employed
CUSTB16844,248112.0,Salaried
CUSTB16845,512465.0,Salaried
CUSTB16846,562096.0,Self Employed
CUSTB16847,578148.0,Salaried
CUSTB16848,742958.0,Self Employed
CUSTB16849,705821.0,Salaried
CUSTB16850,413270.0,Salaried
CUSTB16851,638150.0,Salaried
CUSTB16852,260397.0,Salaried
CUSTB16853,648872.0,Self Employed
CUSTB16854,383604.0,Self Employed
CUSTB16855,365828.0,Self Employed
CUSTB16856,340742.0,Salaried
CUSTB16857,387950.0,Salaried
CUSTB16858,609830.0,Salaried
CUSTB16859,110729.0,Salaried
CUSTB16860,458957.0,Salaried
CUSTB16861,636863.0,Self Employed
CUSTB16862,512983.0,Self Employed
CUSTB16863,727561.0,Salaried
CUSTB16864,716493.0,Self Employed
CUSTB16865,433302.0,Self Employed
CUSTB16866,410421.0,Self Employed
CUSTB16867,326869.0,Salaried
CUSTB16868,489279.0,Self Employed
CUSTB16869,369949.0,Salaried
CUSTB16870,309736.0,Salaried
CUSTB16871,769477.0,Salaried
CUSTB16872,398572.0,Self Employed
CUSTB16873,722374.0,Self Employed
CUSTB16874,644461.0,Salaried
CUSTB16875,607461.0,Self Employed
CUSTB16876,238971.0,Salaried
CUSTB16877,512960.0,Self Employed
CUSTB16878,533422.0,Self Employed
CUSTB16879,468735.0,Self Employed
CUSTB16880,671109.0,Salaried
CUSTB16881,459040.0,Self Employed
CUSTB16882,459954.0,Self Employed
CUSTB16883,662073.0,Salaried
CUSTB16884,763660.0,Self Employed
CUSTB16885,713812.0,Salaried
CUSTB16886,798101.0,Salaried
CUSTB16887,465240.0,Salaried
CUSTB16888,463515.0,Self Employed
CUSTB16889,758239.0,Self Employed
CUSTB16890,753036.0,Self Employed
CUSTB16891,730934.0,Self Employed
CUSTB16892,695874.0,Salaried
CUSTB16893,207259.0,Self Employed
CUSTB16894,398549.0,Self Employed
CUSTB16895,680240.0,Salaried
CUSTB16896,734132.0,Salaried
CUSTB16897,344734.0,Salaried
CUSTB16898,233975.0,Salaried
CUSTB16899,322189.0,Salaried
CUSTB16900,658398.0,Self Employed
CUSTB16901,689973.0,Self Employed
CUSTB16902,781751.0,Self Employed
CUSTB16903,365554.0,Salaried
