Customer_ID,Disbursal_Date,Loan_Amount,DPD
CUST013278,2024-04-01,152295,0
CUST013279,2024-02-22,14838,0
CUST013280,2024-08-02,112696,90
CUST013281,2023-04-10,127792,180
CUST013282,2023-09-11,46299,0
CUST013283,2024-12-19,157264,150
CUST013284,2024-12-26,187686,0
CUST013285,2024-12-08,114120,0
CUST013286,2023-06-16,198730,180
CUST013287,2023-12-25,49452,0
CUST013288,2024-08-21,41056,0
CUST013289,2023-11-14,22264,30
CUST013290,2023-09-24,124092,30
CUST013291,2024-02-01,20765,0
CUST013292,2024-02-21,98790,0
CUST013293,2023-10-21,122645,0
CUST013294,2023-12-22,57163,0
CUST013295,2024-12-13,173828,0
CUST013296,2024-10-07,62210,0
CUST013297,2023-08-08,175780,0
CUST013298,2023-08-09,84439,30
CUST013299,2023-10-05,44660,0
CUST013300,2024-08-24,34120,240
CUST013301,2023-05-09,177534,0
CUST013302,2023-07-14,104517,90
CUST013303,2024-10-29,82803,0
CUST013304,2024-06-23,145989,0
CUST013305,2024-07-24,116733,0
CUST013306,2024-04-21,98998,0
CUST013307,2024-09-15,93213,150
CUST013308,2024-09-23,57235,0
CUST013309,2024-02-19,178118,0
CUST013310,2023-11-28,27287,150
CUST013311,2024-04-29,151253,0
CUST013312,2024-08-29,13327,0
CUST013313,2024-02-26,102328,0
CUST013314,2023-07-30,118892,0
CUST013315,2023-12-21,143821,0
CUST013316,2024-05-13,48685,0
CUST013317,2023-08-28,191855,0
CUST013318,2024-09-01,29151,0
CUST013319,2023-04-18,111964,0
CUST013320,2024-10-10,142520,30
CUST013321,2024-01-27,51057,90
CUST013322,2023-10-30,164395,60
CUST013323,2023-11-12,80524,0
CUST013324,2024-11-02,170332,0
CUST013325,2024-01-17,14042,0
CUST013326,2024-02-13,177317,0
CUST013327,2024-07-19,149210,0
CUST013328,2023-06-28,35951,0
CUST013329,2024-08-31,25994,0
CUST013330,2024-03-29,32755,0
CUST013331,2024-03-09,70017,210
CUST013332,2023-07-30,30322,30
CUST013333,2023-04-03,130886,30
CUST013334,2023-07-13,154944,90
CUST013335,2023-12-12,180440,0
CUST013336,2024-11-07,100499,0
CUST013337,2024-05-26,170784,0
CUST013338,2024-03-30,164602,90
CUST013339,2023-10-20,71744,30
CUST013340,2024-12-28,179824,0
CUST013341,2024-06-08,89425,30
CUST013342,2023-04-27,167755,60
CUST013343,2024-03-28,180314,0
CUST013344,2023-04-12,181117,0
CUST013345,2024-11-05,143992,30
CUST013346,2024-07-30,181914,0
CUST013347,2024-08-06,81628,0
CUST013348,2024-09-22,117637,0
CUST013349,2023-11-02,46699,0
CUST013350,2024-09-03,51656,0
CUST013351,2023-08-23,14872,30
CUST013352,2023-09-15,24398,30
CUST013353,2023-11-10,42346,0
CUST013354,2024-11-22,86791,30
CUST013355,2024-10-24,92438,0
CUST013356,2023-08-18,81516,30
CUST013357,2024-02-11,10988,30
CUST013358,2024-08-02,189052,0
CUST013359,2024-08-07,138456,0
CUST013360,2023-05-23,134717,0
CUST013361,2024-05-11,90796,0
CUST013362,2024-06-16,166944,0
CUST013363,2023-09-07,10791,210
CUST013364,2023-05-07,168949,0
CUST013365,2023-06-02,65278,0
CUST013366,2024-08-04,86236,0
CUST013367,2023-09-01,32698,0
CUST013368,2024-08-22,101440,0
CUST013369,2024-09-04,108548,60
CUST013370,2024-11-06,190216,30
CUST013371,2023-06-03,147118,90
CUST013372,2024-07-01,25931,0
CUST013373,2024-08-19,128824,60
CUST013374,2023-12-23,45080,60
CUST013375,2023-10-22,173192,30
CUST013376,2023-06-10,77064,0
CUST013377,2024-05-18,39988,0
CUST013378,2024-07-19,13905,0
CUST013379,2023-10-08,90481,0
CUST013380,2023-12-20,30776,180
CUST013381,2024-12-27,94943,30
CUST013382,2023-11-02,183933,180
CUST013383,2024-11-19,182498,0
CUST013384,2023-08-03,51528,0
CUST013385,2023-11-25,51031,0
CUST013386,2023-11-15,164971,0
CUST013387,2024-09-08,35039,0
CUST013388,2024-06-17,128303,0
CUST013389,2023-06-26,151520,0
CUST013390,2024-10-09,123437,0
CUST013391,2023-08-20,48967,0
CUST013392,2024-11-14,157993,30
CUST013393,2024-11-16,199992,30
CUST013394,2023-10-05,13435,30
CUST013395,2024-03-25,13291,0
CUST013396,2023-09-13,165309,360
CUST013397,2023-09-24,76297,0
CUST013398,2024-08-21,88561,0
CUST013399,2023-08-12,54109,0
CUST013400,2024-08-02,49503,0
CUST013401,2024-09-24,168359,0
CUST013402,2024-08-03,165877,210
CUST013403,2024-10-27,101167,60
CUST013404,2023-04-21,177565,210
CUST013405,2024-06-24,16126,0
CUST013406,2024-07-10,12378,0
CUST013407,2023-11-02,12800,0
CUST013408,2024-04-27,168553,0
CUST013409,2023-11-03,153004,90
CUST013410,2024-05-01,11835,0
CUST013411,2023-04-05,151577,0
CUST013412,2024-11-07,120654,0
CUST013413,2023-07-28,190847,30
CUST013414,2023-09-21,86913,30
CUST013415,2023-10-05,103191,60
CUST013416,2024-09-04,166979,30
CUST013417,2024-02-11,16845,0
CUST013418,2023-10-16,188232,0
CUST013419,2023-04-01,112054,0
CUST013420,2023-06-25,35780,150
CUST013421,2024-05-21,106548,0
CUST013422,2023-04-25,149550,0
CUST013423,2024-01-31,163989,0
CUST013424,2023-08-08,77538,0
CUST013425,2024-08-21,100885,60
CUST013426,2023-06-03,32666,0
CUST013427,2024-03-15,79454,30
CUST013428,2024-08-19,176990,210
CUST013429,2023-06-25,83546,0
CUST013430,2024-08-21,91105,30
CUST013431,2023-09-29,189310,0
CUST013432,2023-04-08,47541,30
CUST013433,2023-11-17,113570,0
CUST013434,2023-06-29,118970,0
CUST013435,2023-10-17,143850,0
CUST013436,2024-12-13,69157,0
CUST013437,2023-06-28,102946,0
CUST013438,2023-10-19,24392,0
CUST013439,2024-09-08,66041,60
CUST013440,2023-12-31,157496,0
CUST013441,2023-07-25,158264,0
CUST013442,2024-12-28,103502,0
CUST013443,2023-07-08,92548,240
CUST013444,2024-11-28,120890,90
CUST013445,2024-11-24,129859,0
CUST013446,2024-06-17,107817,60
CUST013447,2024-11-02,47480,0
CUST013448,2023-12-26,89965,30
CUST013449,2024-10-21,89610,0
CUST013450,2024-02-24,145948,0
CUST013451,2024-09-04,83752,0
CUST013452,2024-08-01,153771,60
CUST013453,2023-04-12,156163,0
CUST013454,2024-08-24,96701,0
CUST013455,2024-03-12,12735,30
CUST013456,2023-11-18,94875,0
CUST013457,2024-01-13,51729,30
CUST013458,2023-12-22,12684,0
CUST013459,2023-05-14,128423,0
CUST013460,2024-04-23,54066,30
CUST013461,2023-08-25,125938,0
CUST013462,2023-11-30,98244,90
CUST013463,2023-10-26,194217,0
CUST013464,2024-04-11,177310,90
CUST013465,2024-03-20,78796,60
CUST013466,2024-03-21,165143,0
CUST013467,2023-12-13,71995,180
CUST013468,2024-12-20,174204,180
CUST013469,2023-10-01,187842,0
CUST013470,2023-09-18,119986,0
CUST013471,2023-05-03,134973,0
CUST013472,2023-08-15,131066,0
CUST013473,2024-09-02,170309,0
CUST013474,2023-04-12,124469,0
CUST013475,2024-10-19,54966,0
CUST013476,2024-09-16,133093,30
CUST013477,2023-09-03,15293,0
CUST013478,2024-05-17,89257,0
CUST013479,2023-12-13,11580,0
CUST013480,2024-04-22,177640,0
CUST013481,2023-07-21,99329,30
CUST013482,2024-01-15,75970,60
CUST013483,2024-09-04,114110,60
CUST013484,2024-03-21,21359,0
CUST013485,2024-11-01,107765,0
CUST013486,2024-07-28,86139,0
CUST013487,2023-08-04,24581,30
CUST013488,2023-08-13,57510,60
CUST013489,2024-09-10,42489,60
CUST013490,2024-06-27,34299,0
CUST013491,2023-11-29,153406,0
CUST013492,2024-06-10,110645,0
CUST013493,2024-06-01,186081,0
CUST013494,2023-12-05,96615,30
CUST013495,2023-08-18,60291,60
CUST013496,2023-10-08,103364,0
CUST013497,2024-12-02,105434,0
CUST013498,2024-03-25,59669,0
CUST013499,2024-02-25,98794,30
CUST013500,2024-09-14,183362,30
CUST013501,2024-10-05,194388,0
CUST013502,2023-08-09,146338,0
CUST013503,2023-08-31,106305,300
CUST013504,2024-10-08,68170,0
CUST013505,2024-09-02,15659,30
CUST013506,2023-06-21,62589,0
CUST013507,2023-12-06,141222,30
CUST013508,2024-09-05,32945,240
CUST013509,2024-07-19,78483,0
CUST013510,2023-08-27,68841,0
CUST013511,2024-12-31,175518,0
CUST013512,2024-08-05,53169,90
CUST013513,2023-09-19,135510,30
CUST013514,2024-05-03,191150,30
CUST013515,2023-06-30,74922,0
CUST013516,2024-11-28,144138,0
CUST013517,2024-07-25,141538,0
CUST013518,2024-01-29,183602,210
CUST013519,2023-04-27,113301,30
CUST013520,2023-12-15,109787,0
CUST013521,2024-11-22,27088,90
CUST013522,2023-04-09,197501,180
CUST013523,2024-06-05,13364,180
CUST013524,2023-05-30,158158,0
CUST013525,2024-02-11,191463,0
CUST013526,2023-06-16,71347,0
CUST013527,2024-10-15,156081,0
CUST013528,2024-04-10,102937,0
CUST013529,2024-04-11,111105,0
CUST013530,2023-12-29,154997,360
CUST013531,2024-12-13,42900,0
CUST013532,2023-05-12,180950,60
CUST013533,2023-08-18,36056,90
CUST013534,2024-04-19,87467,0
CUST013535,2024-12-01,79107,30
CUST013536,2024-01-07,185634,90
CUST013537,2024-06-12,119550,0
CUST013538,2024-10-07,111720,180
CUST013539,2023-04-26,139166,300
CUST013540,2023-08-14,140539,0
CUST013541,2024-07-05,17006,0
CUST013542,2024-08-14,24535,0
CUST013543,2024-03-21,101708,0
CUST013544,2024-02-01,32707,0
CUST013545,2024-08-02,117171,240
CUST013546,2024-06-21,85266,0
CUST013547,2024-03-25,78988,30
CUST013548,2024-10-29,110301,0
CUST013549,2024-09-29,168715,0
CUST013550,2024-03-11,36399,0
CUST013551,2024-10-10,69276,30
CUST013552,2024-03-26,115270,30
CUST013553,2023-05-25,12095,180
CUST013554,2024-11-27,123167,0
CUST013555,2024-02-28,10742,0
CUST013556,2024-10-07,77529,240
CUST013557,2024-07-07,114749,0
CUST013558,2024-03-30,41510,0
CUST013559,2024-07-25,97851,0
CUST013560,2024-05-27,110439,0
CUST013561,2024-09-13,60773,0
CUST013562,2024-12-31,32250,0
CUST013563,2024-03-29,142113,0
CUST013564,2024-10-20,100387,0
CUST013565,2023-04-28,115448,0
CUST013566,2023-06-04,157118,90
CUST013567,2024-08-08,17175,0
CUST013568,2023-12-29,84422,60
CUST013569,2024-11-03,138572,180
CUST013570,2024-09-28,158911,30
CUST013571,2024-09-28,80049,210
CUST013572,2023-11-24,166048,90
CUST013573,2024-08-28,126527,0
CUST013574,2023-04-25,86206,0
CUST013575,2024-08-28,41734,0
CUST013576,2023-11-07,141899,0
CUST013577,2024-01-13,148766,0
CUST013578,2024-04-12,14831,60
CUST013579,2024-02-18,145382,360
CUST013580,2024-03-08,151176,180
CUST013581,2023-10-29,166562,0
CUST013582,2023-04-22,145677,30
CUST013583,2024-12-15,58994,0
CUST013584,2023-12-15,114005,0
CUST013585,2023-09-11,141585,0
CUST013586,2023-08-23,113090,0
CUST013587,2023-09-21,172584,210
CUST013588,2023-05-27,98825,210
CUST013589,2024-07-09,99321,0
CUST013590,2023-09-17,138624,0
CUST013591,2024-01-30,81347,0
CUST013592,2024-03-05,127089,0
CUST013593,2024-12-24,130683,30
CUST013594,2023-09-29,69776,0
CUST013595,2024-03-26,191918,0
CUST013596,2024-07-19,86417,30
CUST013597,2024-10-10,188293,150
CUST013598,2024-10-27,98011,0
CUST013599,2023-08-19,188815,180
CUST013600,2023-06-28,25374,30
CUST013601,2024-10-14,13827,360
CUST013602,2023-10-12,162547,0
CUST013603,2024-01-10,25573,90
CUST013604,2023-09-23,140420,180
CUST013605,2024-07-20,35186,0
CUST013606,2024-02-20,173356,300
CUST013607,2023-11-04,105172,60
CUST013608,2024-05-05,35203,0
CUST013609,2024-05-23,90713,0
CUST013610,2024-08-21,98450,0
CUST013611,2023-08-07,166666,180
CUST013612,2023-12-15,45932,0
CUST013613,2023-07-17,35118,0
CUST013614,2024-07-08,61285,0
CUST013615,2023-04-10,41470,90
CUST013616,2024-12-20,14533,30
CUST013617,2024-05-14,120975,30
CUST013618,2023-11-05,110976,30
CUST013619,2024-01-15,94859,0
CUST013620,2024-11-05,73293,0
CUST013621,2024-03-26,122878,0
CUST013622,2023-11-14,186051,0
CUST013623,2023-09-11,199255,60
CUST013624,2023-08-20,129714,60
CUST013625,2024-03-08,193433,210
CUST013626,2023-05-30,124787,0
CUST013627,2024-09-02,28988,0
CUST013628,2024-12-31,75684,60
CUST013629,2024-10-15,58099,60
CUST013630,2024-08-08,199201,0
CUST013631,2024-10-25,36715,0
CUST013632,2024-06-26,19387,0
CUST013633,2024-08-23,183396,30
CUST013634,2024-11-23,129254,60
CUST013635,2024-04-29,11742,0
CUST013636,2024-06-07,48955,0
CUST013637,2024-09-26,164821,0
CUST013638,2023-08-21,146013,0
CUST013639,2024-02-06,85374,30
CUST013640,2023-04-26,191711,0
CUST013641,2023-11-20,107895,180
CUST013642,2023-05-02,182797,0
CUST013643,2023-12-18,79937,0
CUST013644,2024-09-23,152311,0
CUST013645,2023-05-19,81249,0
CUST013646,2024-10-06,21512,150
CUST013647,2024-03-23,142903,30
CUST013648,2024-01-13,91421,30
CUST013649,2024-10-10,49895,0
CUST013650,2023-10-27,22001,30
CUST013651,2024-09-01,85172,30
CUST013652,2024-08-31,168559,0
CUST013653,2024-05-31,141770,0
CUST013654,2024-07-15,49515,30
CUST013655,2024-02-23,193151,90
CUST013656,2023-11-22,96915,0
CUST013657,2024-12-30,161780,0
CUST013658,2024-07-03,131781,90
CUST013659,2023-09-13,35188,30
CUST013660,2023-11-24,13621,30
CUST013661,2024-11-01,122364,30
CUST013662,2024-03-21,122884,0
CUST013663,2023-09-13,187462,60
CUST013664,2024-11-02,49448,30
CUST013665,2024-12-17,137169,30
CUST013666,2023-09-22,147504,0
CUST013667,2024-08-18,24214,0
CUST013668,2023-08-30,75827,0
CUST013669,2024-09-14,131120,300
CUST013670,2024-05-23,57611,60
CUST013671,2023-09-14,182642,0
CUST013672,2024-05-16,138639,210
CUST013673,2023-11-20,26258,0
CUST013674,2023-12-16,15975,0
CUST013675,2024-09-01,193066,0
CUST013676,2023-11-10,31213,0
CUST013677,2024-08-28,119758,0
CUST013678,2024-03-22,192643,0
CUST013679,2024-04-27,138382,90
CUST013680,2024-04-15,126446,0
CUST013681,2023-04-30,22496,30
CUST013682,2024-02-29,168106,0
CUST013683,2023-12-13,114773,210
CUST013684,2023-07-08,21311,0
CUST013685,2023-09-30,162046,0
CUST013686,2024-11-13,12461,0
CUST013687,2024-11-22,139244,0
CUST013688,2024-05-31,115624,60
CUST013689,2024-07-05,116568,60
CUST013690,2023-11-19,26280,60
CUST013691,2023-06-09,162349,0
CUST013692,2024-08-06,184928,30
CUST013693,2023-12-05,58825,0
CUST013694,2023-09-12,17258,90
CUST013695,2024-06-17,93908,180
CUST013696,2024-04-11,151861,0
CUST013697,2023-06-23,138612,0
CUST013698,2023-04-05,194200,0
CUST013699,2024-05-09,15281,0
CUST013700,2024-08-10,48384,0
CUST013701,2023-04-21,138665,0
CUST013702,2024-02-22,103044,60
CUST013703,2023-11-30,172827,0
CUST013704,2024-02-25,153443,30
CUST013705,2024-06-15,47013,60
CUST013706,2024-10-01,109116,30
CUST013707,2023-08-20,19071,0
CUST013708,2023-09-10,178630,60
CUST013709,2024-05-22,51853,0
CUST013710,2024-03-02,113400,30
CUST013711,2023-08-06,117181,0
CUST013712,2024-06-11,16682,0
CUST013713,2024-06-19,21195,0
CUST013714,2023-10-02,121198,0
CUST013715,2023-10-08,95638,210
CUST013716,2024-10-27,95529,0
CUST013717,2024-08-31,50054,30
CUST013718,2023-12-18,113624,210
CUST013719,2023-08-15,116760,0
CUST013720,2023-10-22,52371,0
CUST013721,2024-01-16,98802,0
CUST013722,2023-05-10,138347,0
CUST013723,2024-08-31,166759,30
CUST013724,2023-09-24,58870,90
CUST013725,2024-06-30,182308,0
CUST013726,2024-03-26,122202,0
CUST013727,2023-05-10,57726,90
CUST013728,2024-11-24,175629,0
CUST013729,2023-04-02,103562,210
CUST013730,2024-02-06,116905,30
CUST013731,2024-11-24,67221,0
CUST013732,2023-10-12,66951,0
CUST013733,2024-04-27,140211,30
CUST013734,2024-12-02,139327,210
CUST013735,2023-11-04,108357,30
CUST013736,2024-11-19,186560,90
CUST013737,2023-11-25,82587,60
CUST013738,2024-05-14,161623,0
CUST013739,2024-06-09,149110,0
CUST013740,2023-10-06,167154,60
CUST013741,2024-01-19,60534,0
CUST013742,2024-12-08,98626,0
CUST013743,2023-08-05,173584,210
CUST013744,2024-11-20,141030,0
CUST013745,2023-06-14,115341,30
CUST013746,2023-05-15,161781,30
CUST013747,2024-02-25,107808,60
CUST013748,2024-01-26,154600,0
CUST013749,2023-08-16,86014,60
CUST013750,2023-10-19,41378,30
CUST013751,2023-09-14,167933,30
CUST013752,2024-09-24,27539,0
CUST013753,2023-08-15,43059,60
CUST013754,2024-09-23,155264,0
CUST013755,2023-07-14,95532,0
CUST013756,2023-08-27,37175,0
CUST013757,2023-07-27,162898,0
CUST013758,2023-08-07,67545,0
CUST013759,2023-10-06,45913,0
CUST013760,2024-01-08,41996,0
CUST013761,2023-04-16,90434,90
CUST013762,2024-03-14,104247,0
CUST013763,2023-08-11,59305,210
CUST013764,2024-05-16,181511,0
CUST013765,2024-12-18,25667,60
CUST013766,2024-08-04,86548,0
CUST013767,2024-08-31,151968,360
CUST013768,2024-10-03,104305,0
CUST013769,2024-09-16,46070,60
CUST013770,2023-04-27,169828,210
CUST013771,2023-09-02,43183,60
CUST013772,2024-10-24,67944,180
CUST013773,2024-09-29,101769,90
CUST013774,2023-08-14,84496,0
CUST013775,2023-06-02,173750,0
CUST013776,2023-08-12,126640,0
CUST013777,2023-06-14,144753,0
CUST013778,2024-04-04,93065,0
CUST013779,2023-09-05,66718,60
CUST013780,2024-02-12,65926,0
CUST013781,2024-02-15,85035,180
CUST013782,2024-04-19,170981,0
CUST013783,2024-02-15,41343,0
CUST013784,2023-05-24,70496,0
CUST013785,2023-05-21,18135,0
CUST013786,2023-10-17,198311,0
CUST013787,2024-09-28,61528,0
CUST013788,2024-05-27,49477,90
CUST013789,2024-11-05,187205,30
CUST013790,2024-05-14,47969,0
CUST013791,2023-07-12,116051,0
CUST013792,2024-12-16,44178,30
CUST013793,2024-03-17,133439,0
CUST013794,2024-06-02,125981,0
CUST013795,2024-07-10,53947,0
CUST013796,2023-10-06,20680,0
CUST013797,2023-07-30,178756,60
CUST013798,2024-11-21,91929,0
CUST013799,2023-08-31,94819,0
CUST013800,2024-07-26,164767,180
CUST013801,2024-07-26,99250,0
CUST013802,2024-09-24,54108,60
CUST013803,2024-06-03,84202,0
CUST013804,2024-06-01,107188,0
CUST013805,2023-11-28,67455,60
CUST013806,2024-02-13,155217,90
CUST013807,2023-12-27,62742,0
CUST013808,2024-07-16,105765,0
CUST013809,2024-08-07,160837,60
CUST013810,2024-12-16,97735,0
CUST013811,2023-06-24,194664,0
CUST013812,2024-11-27,190729,60
CUST013813,2023-11-06,71849,300
CUST013814,2024-08-22,67745,90
CUST013815,2024-07-23,106148,0
CUST013816,2024-11-13,56633,60
CUST013817,2024-01-26,27058,0
CUST013818,2023-10-21,88392,0
CUST013819,2023-06-23,70287,0
CUST013820,2024-05-07,178779,0
CUST013821,2023-11-17,157894,0
CUST013822,2023-04-06,16469,0
CUST013823,2024-05-24,164571,0
CUST013824,2024-06-25,110583,60
CUST013825,2024-02-22,36778,0
CUST013826,2024-09-04,67749,0
CUST013827,2023-10-07,116586,30
CUST013828,2023-08-17,198895,60
CUST013829,2024-12-31,127459,0
CUST013830,2023-12-13,113002,0
CUST013831,2024-10-07,118751,0
CUST013832,2024-08-07,53269,0
CUST013833,2024-12-19,62045,0
CUST013834,2024-01-27,137114,300
CUST013835,2023-09-03,152645,0
CUST013836,2024-12-24,140606,0
CUST013837,2024-10-13,188503,0
CUST013838,2023-04-05,48310,30
CUST013839,2024-07-20,70198,0
CUST013840,2024-10-11,165436,0
CUST013841,2024-09-21,143554,60
CUST013842,2024-06-15,97052,0
CUST013843,2024-03-12,76498,0
CUST013844,2024-03-04,141025,60
CUST013845,2024-07-27,143098,0
CUST013846,2024-05-04,81021,0
CUST013847,2024-01-18,187218,0
CUST013848,2023-11-12,159324,0
CUST013849,2023-11-29,31622,0
CUST013850,2024-12-02,96627,60
CUST013851,2023-08-23,162205,60
CUST013852,2024-06-14,96739,180
CUST013853,2023-11-19,196904,0
CUST013854,2023-10-20,130916,0
CUST013855,2024-12-18,31619,30
CUST013856,2024-07-23,87707,60
CUST013857,2023-10-25,63033,30
CUST013858,2024-06-15,74606,30
CUST013859,2024-05-13,179143,60
CUST013860,2024-02-08,168075,30
CUST013861,2023-05-18,68641,90
CUST013862,2023-12-07,80784,30
CUST013863,2024-06-27,101113,0
CUST013864,2023-09-29,70498,0
CUST013865,2024-06-04,45020,0
CUST013866,2023-11-16,196309,180
CUST013867,2023-04-14,87813,0
CUST013868,2023-10-10,56419,30
CUST013869,2024-03-27,77115,0
CUST013870,2024-10-22,193837,0
CUST013871,2024-09-05,183187,30
CUST013872,2023-07-15,124884,210
CUST013873,2024-04-27,63514,0
CUST013874,2024-12-03,182319,180
CUST013875,2024-07-16,42006,360
CUST013876,2023-12-17,129547,0
CUST013877,2024-02-04,112697,0
CUST013878,2024-10-02,43439,0
CUST013879,2024-02-16,182789,30
CUST013880,2024-07-09,177666,0
CUST013881,2024-01-15,99430,0
CUST013882,2023-05-06,73979,0
CUST013883,2024-09-28,160076,90
CUST013884,2024-02-14,86152,0
CUST013885,2023-10-11,189260,60
CUST013886,2024-02-10,21065,0
CUST013887,2023-08-03,138352,0
CUST013888,2023-09-09,121244,0
CUST013889,2024-03-20,177128,0
CUST013890,2024-01-29,30258,0
CUST013891,2024-12-09,47239,0
CUST013892,2023-10-28,45594,30
CUST013893,2023-07-07,172298,0
CUST013894,2023-04-17,56956,0
CUST013895,2024-05-30,70529,0
CUST013896,2023-04-29,54136,30
CUST013897,2023-06-26,107384,0
CUST013898,2024-12-09,109399,210
CUST013899,2023-12-03,40210,0
CUST013900,2023-11-29,126038,0
CUST013901,2024-11-20,106352,60
CUST013902,2023-10-28,115520,60
CUST013903,2024-06-11,79102,0
CUST013904,2023-06-16,19113,0
CUST013905,2024-09-09,187592,30
CUST013906,2024-06-24,158020,60
CUST013907,2024-08-15,51797,0
CUST013908,2024-12-19,82768,0
CUST013909,2024-09-27,63721,0
CUST013910,2023-11-08,66606,0
CUST013911,2024-06-12,169070,0
CUST013912,2024-09-30,103294,0
CUST013913,2024-07-09,63931,210
CUST013914,2023-09-13,186584,0
CUST013915,2024-04-19,170566,60
CUST013916,2024-08-21,94202,0
CUST013917,2023-11-03,16204,0
CUST013918,2024-09-13,80439,30
CUST013919,2024-06-27,153525,60
CUST013920,2023-04-14,178666,60
CUST013921,2024-11-10,139510,60
CUST013922,2023-12-08,134311,0
CUST013923,2024-01-10,196876,0
CUST013924,2023-07-08,57785,0
CUST013925,2024-07-31,20173,0
CUST013926,2024-05-08,156646,0
CUST013927,2024-08-19,177313,0
CUST013928,2023-11-01,198482,30
CUST013929,2023-08-13,95884,0
CUST013930,2023-08-14,92524,30
CUST013931,2024-08-01,131923,60
CUST013932,2023-08-13,68326,0
CUST013933,2024-02-09,43633,30
CUST013934,2024-10-06,167805,0
CUST013935,2024-04-06,136827,0
CUST013936,2023-05-16,71118,0
CUST013937,2024-05-15,50971,0
CUST013938,2024-05-09,199333,0
CUST013939,2023-09-17,57046,0
CUST013940,2023-07-22,115172,0
CUST013941,2023-09-15,41306,0
CUST013942,2024-07-05,162500,60
CUST013943,2023-04-17,184466,0
CUST013944,2024-09-01,21342,60
CUST013945,2024-06-29,19678,0
CUST013946,2024-12-18,147173,30
CUST013947,2024-10-09,105716,0
CUST013948,2024-09-07,145286,0
CUST013949,2023-11-21,172756,0
CUST013950,2024-09-23,91862,0
CUST013951,2024-07-03,143663,180
CUST013952,2023-07-13,100619,30
CUST013953,2024-12-31,51180,0
CUST013954,2023-10-17,157214,0
CUST013955,2024-09-19,13414,60
CUST013956,2024-10-23,178411,0
CUST013957,2023-07-09,195885,0
CUST013958,2023-07-10,24322,30
CUST013959,2024-10-22,103759,0
CUST013960,2024-04-09,14060,0
CUST013961,2024-02-03,37701,60
CUST013962,2024-09-14,19141,0
CUST013963,2023-10-25,125794,90
CUST013964,2024-01-23,139137,60
CUST013965,2023-07-09,56696,0
CUST013966,2024-12-26,138194,300
CUST013967,2024-08-05,128296,0
CUST013968,2023-08-12,150018,60
CUST013969,2024-03-23,61542,0
CUST013970,2023-05-25,75723,0
CUST013971,2023-11-09,149329,90
CUST013972,2024-11-30,189600,90
CUST013973,2023-07-03,145142,0
CUST013974,2024-10-21,188580,0
CUST013975,2023-10-10,176693,60
CUST013976,2024-04-22,97317,30
CUST013977,2024-07-22,189883,0
CUST013978,2023-05-09,119705,60
CUST013979,2024-01-18,51609,0
CUST013980,2024-12-12,193218,0
CUST013981,2024-08-18,174728,0
CUST013982,2024-04-15,26816,0
CUST013983,2023-07-15,120597,0
CUST013984,2023-07-03,101132,0
CUST013985,2023-12-04,196389,180
CUST013986,2024-04-16,144088,240
CUST013987,2023-04-29,102130,0
CUST013988,2024-09-25,181068,60
CUST013989,2023-07-13,112047,60
CUST013990,2024-08-30,117098,0
CUST013991,2023-07-10,75559,0
CUST013992,2023-09-30,142824,0
CUST013993,2024-01-22,77649,90
CUST013994,2023-09-01,51472,30
CUST013995,2023-08-26,115772,0
CUST013996,2023-11-26,189091,0
CUST013997,2024-01-15,121306,0
CUST013998,2023-05-21,47742,0
CUST013999,2023-05-03,175236,30
CUST014000,2024-07-24,142511,0
CUST014001,2024-11-13,123546,180
CUST014002,2023-05-18,197418,0
CUST014003,2023-12-21,47250,180
CUST014004,2023-06-03,115664,30
CUST014005,2024-09-08,139573,30
CUST014006,2024-02-20,175990,30
CUST014007,2024-11-30,54288,0
CUST014008,2024-05-29,176754,0
CUST014009,2023-08-09,16693,30
CUST014010,2024-10-26,119058,30
CUST014011,2023-06-15,24371,90
CUST014012,2023-12-14,77912,0
CUST014013,2024-10-19,79024,0
CUST014014,2023-12-23,98315,30
CUST014015,2024-12-11,37800,0
CUST014016,2023-05-19,124876,0
CUST014017,2024-03-25,41906,180
CUST014018,2023-04-20,68036,0
CUST014019,2024-01-19,30473,0
CUST014020,2024-01-12,137625,90
CUST014021,2024-01-10,48549,180
CUST014022,2024-06-24,96003,0
CUST014023,2023-09-22,32168,0
CUST014024,2023-09-01,175297,0
CUST014025,2024-07-20,165995,0
CUST014026,2023-10-12,166421,0
CUST014027,2024-09-03,188370,30
CUST014028,2023-11-18,65740,0
CUST014029,2024-11-29,194233,0
CUST014030,2024-03-22,31270,90
CUST014031,2024-10-08,20762,0
CUST014032,2023-04-15,126383,30
CUST014033,2024-12-16,178051,0
CUST014034,2024-04-06,13294,0
CUST014035,2024-09-16,137802,0
CUST014036,2023-10-03,35794,0
CUST014037,2024-01-20,83421,0
CUST014038,2023-10-02,199486,0
CUST014039,2023-04-16,132388,0
CUST014040,2023-08-16,38712,30
CUST014041,2024-09-14,113491,360
CUST014042,2023-10-31,128096,0
CUST014043,2024-08-07,193782,60
CUST014044,2024-08-22,166969,0
CUST014045,2024-01-28,181095,0
CUST014046,2023-11-17,188660,0
CUST014047,2024-07-18,175592,60
CUST014048,2024-02-04,94502,30
CUST014049,2023-07-21,13001,90
CUST014050,2024-09-18,97187,0
CUST014051,2024-11-13,53932,0
CUST014052,2024-07-21,176533,0
CUST014053,2024-03-10,38510,60
