Customer_ID,Loan_Amount,Disbursal_Date,Write_Off_Date
CUST013718,113624,2023-12-18,2025-01-21
CUST013729,103562,2023-04-02,2024-03-15
CUST013734,139327,2024-12-02,2026-02-04
CUST013743,173584,2023-08-05,2025-01-22
CUST013763,59305,2023-08-11,2025-02-16
CUST013767,151968,2024-08-31,2026-01-07
CUST013770,169828,2023-04-27,2024-09-21
CUST013772,67944,2024-10-24,2025-12-27
CUST013781,85035,2024-02-15,2025-03-19
CUST013800,164767,2024-07-26,2025-07-02
CUST013813,71849,2023-11-06,2024-11-16
CUST013834,137114,2024-01-27,2024-12-17
CUST013852,96739,2024-06-14,2025-05-13
CUST013866,196309,2023-11-16,2025-01-01
CUST013872,124884,2023-07-15,2024-11-16
CUST013874,182319,2024-12-03,2026-07-05
CUST013875,42006,2024-07-16,2025-05-25
CUST013898,109399,2024-12-09,2025-12-20
CUST013913,63931,2024-07-09,2025-11-25
CUST013951,143663,2024-07-03,2025-07-06
CUST013966,138194,2024-12-26,2026-02-14
CUST013985,196389,2023-12-04,2024-12-29
CUST013986,144088,2024-04-16,2025-07-15
CUST014001,123546,2024-11-13,2025-10-24
CUST014003,47250,2023-12-21,2025-04-22
CUST014017,41906,2024-03-25,2025-02-13
CUST014021,48549,2024-01-10,2024-12-16
CUST014041,113491,2024-09-14,2026-03-09
CUST014059,53953,2023-12-07,2025-05-17
CUST014063,36600,2023-07-28,2025-03-18
CUST014076,85835,2024-03-29,2025-06-15
CUST014084,65340,2023-10-01,2024-08-10
CUST014092,131238,2023-09-03,2024-11-05
CUST014100,105990,2023-09-29,2024-09-21
CUST014108,96375,2023-11-07,2025-05-07
CUST014117,193906,2023-08-21,2024-10-20
CUST014135,89347,2024-10-27,2025-11-06
CUST014144,93636,2024-10-03,2025-09-10
CUST014173,199846,2023-08-29,2025-02-26
CUST014182,56703,2023-11-29,2025-06-09
CUST014196,190338,2024-11-13,2025-11-13
CUST014206,119357,2024-02-12,2025-01-07
CUST014207,159571,2023-09-26,2025-03-25
CUST014216,171132,2024-10-08,2026-04-26
CUST014218,160563,2024-01-20,2025-04-13
CUST014224,52399,2024-06-17,2025-05-23
CUST014233,34904,2024-07-03,2025-07-10
CUST014251,84440,2023-09-02,2024-09-29
CUST014258,63430,2024-08-14,2026-02-10
CUST014297,48434,2024-02-05,2025-06-20
CUST014300,41189,2024-08-22,2025-08-29
CUST014305,14941,2024-09-17,2025-09-29
CUST014306,86380,2024-03-31,2025-09-18
CUST014322,67792,2024-02-28,2025-05-01
CUST014325,147476,2023-11-02,2025-03-12
CUST014330,35450,2023-10-31,2025-04-24
CUST014345,78449,2024-09-06,2026-02-07
CUST014348,146393,2024-02-22,2025-09-24
CUST014356,79894,2024-06-19,2025-07-26
CUST014364,186877,2024-12-25,2025-12-19
CUST014371,97817,2024-09-29,2025-10-05
CUST014373,120176,2024-01-19,2025-06-02
CUST014381,31502,2024-10-25,2026-01-31
CUST014391,15062,2024-06-01,2025-06-05
CUST014396,127559,2024-08-24,2025-07-17
CUST014399,167774,2024-12-24,2026-02-05
CUST014423,176686,2024-09-07,2025-07-11
CUST014439,173101,2024-10-25,2026-04-07
CUST014445,122923,2023-07-11,2024-10-02
CUST014453,47900,2023-06-01,2024-07-12
CUST014464,96898,2023-05-01,2024-09-21
CUST014477,58092,2024-07-18,2025-06-17
CUST014479,54395,2024-05-21,2025-06-29
CUST014482,88338,2024-02-20,2025-02-26
CUST014505,186419,2023-11-23,2025-03-08
CUST014513,11276,2024-09-26,2025-08-29
CUST014524,68974,2024-03-08,2025-02-10
CUST014529,110714,2024-05-15,2025-12-03
CUST014546,92436,2023-06-23,2024-10-17
CUST014553,188965,2023-08-13,2025-01-01
CUST014559,43618,2024-10-09,2026-01-26
CUST014568,133862,2024-09-18,2026-04-06
CUST014579,36878,2023-12-09,2025-07-01
CUST014589,106970,2023-09-03,2024-07-20
CUST014607,122648,2024-06-12,2025-09-18
CUST014639,35555,2024-12-26,2026-02-07
CUST014641,138599,2023-07-18,2025-01-04
CUST014646,98186,2023-05-14,2024-06-05
CUST014650,194804,2024-08-08,2026-01-05
CUST014656,151436,2023-04-09,2024-06-08
CUST014660,116042,2023-04-05,2024-08-17
CUST014663,138638,2024-12-31,2026-03-31
CUST014675,38507,2024-06-30,2025-09-06
CUST014676,190106,2023-05-05,2024-10-25
CUST014682,140058,2024-08-17,2026-04-04
CUST014693,105044,2024-12-10,2026-03-17
CUST014694,11441,2023-07-31,2025-03-02
CUST014699,140783,2024-10-22,2025-11-11
CUST014708,129152,2023-08-08,2024-10-19
CUST014727,139998,2024-08-08,2025-12-16
CUST014733,101664,2024-09-06,2026-02-28
CUST014735,77842,2023-07-12,2025-02-14
CUST014737,89383,2024-10-29,2025-11-24
CUST014739,119778,2024-12-17,2026-02-12
CUST014748,21122,2023-11-10,2025-06-03
CUST014762,196098,2024-10-02,2026-04-29
CUST014763,176962,2024-12-24,2025-12-17
CUST014774,199146,2024-06-30,2026-01-22
CUST014781,176428,2024-11-13,2026-03-03
CUST014786,63696,2023-04-07,2024-08-20
CUST014794,158697,2024-07-12,2025-08-28
CUST014795,82514,2024-05-11,2025-05-28
CUST014800,130875,2023-09-18,2025-01-05
CUST014802,131671,2024-03-04,2025-05-20
CUST014807,141926,2023-07-31,2025-02-16
CUST014814,29445,2024-07-27,2026-02-02
CUST014832,33660,2024-05-01,2025-08-12
CUST014845,130701,2024-11-12,2026-01-28
CUST014864,167422,2024-01-12,2025-08-02
CUST014870,184980,2024-03-25,2025-05-10
CUST014912,12906,2023-06-30,2024-06-19
CUST014938,50514,2023-09-22,2025-03-09
CUST014945,107888,2024-06-25,2025-12-04
CUST014958,160563,2024-04-28,2025-04-09
CUST014962,122168,2023-07-29,2025-01-08
CUST014966,19489,2024-06-15,2025-07-20
CUST014970,170095,2024-02-04,2025-09-06
CUST015005,88383,2024-06-04,2025-11-06
CUST015008,199809,2023-06-30,2024-09-20
CUST015017,149126,2024-11-22,2026-02-23
CUST015021,19050,2024-01-24,2025-08-09
CUST015047,106003,2024-12-04,2026-07-19
CUST015063,113114,2024-08-09,2025-11-29
CUST015066,131804,2024-04-22,2025-10-09
CUST015087,141318,2024-03-11,2025-02-01
CUST015108,42826,2023-09-26,2025-03-01
CUST015120,44414,2024-08-30,2025-11-21
CUST015125,25030,2024-07-12,2025-10-12
CUST015128,26196,2024-06-02,2025-05-19
CUST015144,106847,2024-09-26,2025-09-02
CUST015150,74040,2024-02-11,2025-09-30
CUST015184,150971,2024-06-16,2025-06-09
CUST015191,22474,2024-02-10,2025-07-11
CUST015196,127299,2023-06-02,2024-12-20
CUST015201,116459,2024-09-08,2025-12-13
CUST015216,25060,2024-11-16,2026-01-17
CUST015262,52789,2024-10-07,2025-09-04
CUST015264,14017,2023-08-01,2024-10-30
CUST015274,38538,2024-04-08,2025-09-07
CUST015289,94526,2024-06-16,2026-01-04
CUST015320,116205,2023-11-08,2025-03-26
CUST015339,110696,2024-07-21,2025-06-02
CUST015342,174828,2023-12-09,2025-04-26
CUST015347,144661,2024-02-18,2025-05-18
CUST015348,147640,2023-08-25,2025-03-02
CUST015352,39964,2024-08-04,2026-01-25
CUST015391,89266,2023-12-31,2024-11-29
CUST015395,191973,2024-09-14,2026-01-22
CUST015403,34103,2024-01-01,2025-01-30
CUST015405,87919,2024-08-16,2025-10-23
CUST015423,103244,2024-09-25,2025-08-04
CUST015424,34394,2024-04-14,2025-08-14
CUST015431,167171,2023-10-31,2024-10-25
CUST015435,167035,2023-07-27,2024-09-11
CUST015445,166249,2024-11-04,2026-06-19
CUST015459,16181,2024-04-27,2025-05-27
CUST015469,182731,2024-09-24,2026-03-17
CUST015477,151605,2023-05-06,2024-12-11
CUST015484,47016,2024-11-08,2026-04-07
CUST015528,140958,2024-08-09,2026-03-27
CUST015530,197124,2024-05-14,2025-04-08
CUST015536,93317,2023-05-17,2024-07-28
CUST015543,66774,2023-12-22,2025-02-12
CUST015586,70700,2024-06-25,2026-02-05
CUST015602,23050,2024-10-22,2026-05-05
CUST015616,186210,2023-10-12,2024-09-23
CUST015626,95270,2024-10-19,2025-12-12
CUST015629,159319,2024-05-30,2025-04-30
CUST015630,91826,2024-01-13,2025-03-21
CUST015645,88776,2023-08-21,2025-03-04
CUST015714,145444,2024-08-28,2025-07-30
CUST015732,55185,2024-12-24,2026-07-24
CUST015752,140823,2023-11-20,2024-10-08
CUST015772,120060,2023-10-11,2024-12-02
CUST015791,79208,2023-10-21,2025-02-07
CUST015803,110365,2023-10-16,2025-05-11
CUST015807,162329,2024-12-15,2026-06-22
CUST015811,173678,2023-04-14,2024-04-15
CUST015821,182271,2024-02-25,2025-02-07
CUST015835,117023,2024-04-15,2025-02-26
CUST015837,47670,2023-06-21,2024-04-18
CUST015844,58248,2023-08-28,2025-03-09
CUST015845,65586,2024-04-16,2025-09-21
CUST015853,173767,2023-08-15,2025-01-13
CUST015862,41307,2024-06-05,2025-09-26
CUST015872,114605,2024-08-17,2026-03-31
CUST015874,176240,2024-11-04,2026-01-13
CUST015884,19598,2024-08-07,2025-11-26
CUST015886,14488,2023-04-29,2024-03-12
CUST015904,11572,2024-04-07,2025-07-15
CUST015908,71961,2023-07-29,2024-12-16
CUST015910,98519,2024-10-02,2025-12-18
CUST015914,151414,2024-11-14,2025-11-07
CUST015934,23241,2024-11-09,2025-12-15
CUST015940,31853,2023-05-26,2024-05-22
CUST015952,31385,2023-08-18,2025-01-14
CUST015954,86505,2023-07-06,2024-08-20
CUST015959,46236,2023-11-19,2025-04-03
CUST015961,92533,2024-06-11,2025-08-05
CUST015965,111365,2024-09-09,2025-10-28
CUST015973,34179,2023-05-01,2024-08-19
CUST015975,101824,2024-02-15,2025-03-24
CUST015999,194444,2023-04-26,2024-04-27
CUST016009,131946,2024-05-07,2025-04-30
CUST016025,142637,2024-12-26,2026-06-17
CUST016049,133099,2024-01-01,2025-03-22
CUST016072,188589,2023-07-24,2024-05-25
CUST016114,28771,2024-12-20,2026-02-08
CUST016126,133983,2023-11-20,2025-06-18
CUST016134,153472,2024-06-08,2026-01-11
CUST016155,24088,2024-03-24,2025-04-29
CUST016182,107450,2023-09-03,2025-01-21
CUST016184,91040,2024-01-05,2025-07-18
CUST016188,42306,2023-04-29,2024-06-22
CUST016205,39974,2024-11-26,2025-10-18
CUST016214,130129,2024-11-21,2025-10-09
CUST016217,74819,2023-04-10,2024-11-05
CUST016227,154495,2024-05-03,2025-03-19
CUST016235,25508,2024-12-15,2026-04-22
CUST016243,46462,2024-12-10,2026-07-31
CUST016264,87913,2024-05-28,2025-11-12
CUST016289,85151,2024-11-08,2025-12-10
CUST016291,158498,2024-12-10,2025-12-26
CUST016293,97437,2023-09-09,2025-03-07
CUST016305,128452,2024-04-07,2025-09-11
CUST016316,185092,2024-03-24,2025-10-11
CUST016328,35657,2023-10-23,2024-10-05
CUST016340,135649,2024-12-16,2026-06-10
CUST016357,95965,2023-06-19,2024-11-30
CUST016361,117095,2023-04-29,2024-05-15
CUST016376,81862,2024-01-31,2025-01-01
CUST016390,97745,2023-12-22,2024-11-07
CUST016405,57263,2023-06-20,2024-11-19
CUST016409,194674,2023-05-09,2024-04-18
CUST016418,68204,2024-07-06,2025-08-07
CUST016426,114723,2024-06-13,2025-09-11
CUST016441,156039,2024-03-16,2025-08-11
CUST016444,92465,2023-11-21,2025-07-06
CUST016464,90448,2023-10-06,2025-01-25
CUST016475,102369,2024-07-20,2026-02-25
CUST016488,61607,2024-02-27,2025-08-31
CUST016497,50450,2023-06-29,2024-12-10
CUST016519,54349,2024-12-18,2026-04-03
CUST016521,102525,2023-10-21,2024-10-19
CUST016526,103373,2023-05-01,2024-10-24
CUST016557,147476,2023-09-23,2025-04-12
CUST016566,114153,2024-10-19,2025-12-06
CUST016578,143598,2024-10-26,2025-09-02
CUST016587,143129,2023-07-17,2024-06-03
CUST016607,75725,2024-06-17,2025-09-23
CUST016616,12404,2024-03-14,2025-05-04
CUST016617,173681,2024-07-02,2025-07-08
CUST016625,179285,2024-04-16,2025-10-29
CUST016632,168668,2024-10-03,2025-12-19
CUST016640,197378,2024-10-15,2026-04-03
CUST016643,96393,2024-07-17,2025-12-20
CUST016650,128383,2023-06-20,2024-05-21
CUST016651,66131,2024-02-10,2025-08-05
CUST016658,150018,2024-04-19,2025-03-01
CUST016670,71530,2023-06-05,2024-08-28
CUST016712,181763,2024-09-24,2025-08-29
CUST016717,89419,2024-07-08,2026-02-24
CUST016732,51880,2024-08-24,2026-04-15
CUST016744,26397,2024-04-25,2025-08-18
CUST016759,92834,2023-08-12,2025-01-07
CUST016766,35293,2024-12-23,2025-10-25
CUST016800,136234,2023-07-06,2024-12-13
CUST016814,175638,2024-03-22,2025-03-28
CUST016821,177752,2023-12-21,2025-07-31
CUST016827,20194,2023-04-06,2024-03-12
CUST016869,84216,2024-07-26,2025-07-23
CUST016876,46666,2024-12-09,2026-04-09
CUST016888,24989,2024-06-14,2025-09-12
CUST016890,53474,2023-06-04,2024-07-01
CUST016910,53980,2024-01-14,2025-03-08
CUST016931,172207,2023-12-04,2025-07-10
CUST016935,120008,2023-04-16,2024-03-09
CUST016944,64282,2024-04-11,2025-09-08
CUST016961,172949,2023-08-18,2025-02-10
CUST016988,44603,2023-04-16,2024-07-03
CUST017025,86171,2024-07-10,2025-12-27
CUST017029,40112,2024-07-21,2025-05-24
CUST017044,37961,2023-10-20,2025-03-09
CUST017046,131038,2023-09-17,2024-08-08
CUST017051,158689,2023-07-08,2024-12-06
CUST017056,187914,2024-04-25,2025-03-09
CUST017079,101189,2024-09-17,2025-08-03
CUST017095,161416,2024-02-13,2025-04-09
CUST017100,45458,2023-06-03,2024-12-21
CUST017138,93922,2023-08-24,2024-12-07
CUST017147,135410,2024-09-25,2025-12-24
CUST017157,125523,2024-10-02,2026-03-06
CUST017170,44096,2024-01-10,2024-11-06
CUST017175,49672,2024-07-24,2025-06-09
CUST017180,62067,2024-06-21,2025-09-05
CUST017188,99160,2024-06-28,2025-09-07
CUST017195,57619,2024-07-14,2025-05-16
CUST017204,92261,2024-04-09,2025-08-27
CUST017205,126016,2024-02-01,2025-09-02
CUST017206,112812,2024-01-20,2025-02-18
CUST017213,135233,2024-02-02,2025-08-24
CUST017228,137568,2023-06-24,2024-11-09
CUST017245,31084,2023-06-01,2024-11-16
CUST017253,10025,2024-03-25,2025-05-31
CUST017258,131207,2024-09-28,2025-10-01
CUST017262,16948,2024-11-08,2026-02-04
CUST017280,102989,2024-06-12,2026-01-12
CUST017310,158394,2024-11-17,2025-10-07
CUST017327,144698,2024-10-16,2025-10-05
CUST017337,74056,2024-11-24,2025-10-31
CUST017345,194950,2024-02-28,2024-12-29
CUST017353,129177,2023-11-01,2025-01-30
CUST017355,156718,2024-01-10,2025-04-25
CUST017360,92143,2024-12-12,2025-11-13
CUST017386,198197,2023-06-07,2024-05-02
CUST017398,144962,2024-10-03,2025-10-29
CUST017409,189605,2024-03-23,2025-07-09
CUST017443,138114,2024-10-11,2026-01-15
CUST017458,25810,2024-06-30,2025-10-06
CUST017461,135287,2023-05-07,2024-05-08
CUST017476,123628,2023-08-13,2024-06-28
CUST017509,125880,2023-07-05,2024-10-31
CUST017513,69798,2023-08-05,2025-03-05
CUST017535,123884,2024-03-23,2025-02-02
CUST017542,174146,2024-04-17,2025-07-26
CUST017554,192744,2024-11-01,2026-05-30
CUST017560,77361,2023-12-29,2025-05-20
CUST017562,134404,2024-12-06,2026-02-13
CUST017563,51536,2023-06-13,2025-01-23
CUST017575,97606,2023-07-28,2024-08-26
CUST017584,55337,2023-07-29,2025-02-19
CUST017594,178879,2024-06-26,2026-01-29
CUST017595,129861,2023-09-25,2025-01-09
CUST017612,112984,2024-11-12,2026-05-26
CUST017623,28560,2023-12-04,2024-10-10
CUST017627,175093,2023-08-09,2024-11-02
CUST017632,84345,2024-08-24,2025-10-06
CUST017662,145017,2024-10-14,2025-12-24
CUST017670,133432,2024-10-30,2025-10-06
CUST017713,136376,2024-12-31,2026-01-21
CUST017722,185703,2024-09-16,2025-09-17
CUST017728,118963,2024-10-19,2026-05-09
CUST017748,135259,2024-07-29,2025-07-15
CUST017784,135575,2024-03-11,2025-05-20
CUST017786,98161,2023-05-15,2024-09-28
CUST017787,144021,2023-12-02,2025-06-27
CUST017798,145456,2023-10-30,2025-01-23
CUST017805,16190,2023-04-08,2024-03-08
CUST017830,139122,2024-04-25,2025-07-15
CUST017862,21992,2023-09-17,2025-02-22
CUST017866,41124,2024-06-20,2025-08-28
CUST017868,42488,2023-11-01,2025-02-17
CUST017874,163122,2024-10-05,2026-05-04
CUST017894,47852,2024-01-20,2024-12-07
CUST017913,149538,2024-12-10,2026-02-16
CUST017915,71240,2024-06-11,2025-09-13
CUST017928,197123,2024-01-18,2024-12-02
CUST017937,188536,2024-06-13,2025-12-20
CUST017938,30044,2024-03-23,2025-05-15
CUST017961,69603,2024-02-18,2025-04-03
CUST017977,197591,2024-06-10,2025-12-23
CUST017981,82069,2024-04-28,2025-06-10
CUST017987,56157,2023-04-03,2024-02-02
CUST017990,143490,2023-08-15,2024-12-05
CUST017993,32661,2024-04-11,2025-11-29
CUST017994,180542,2023-11-01,2024-08-30
CUST017996,119008,2023-11-07,2025-02-23
CUST018012,75585,2024-09-25,2026-05-15
CUST018021,170804,2023-11-17,2025-06-14
CUST018070,173599,2023-08-05,2024-07-06
CUST018079,104251,2024-07-05,2025-12-11
CUST018095,192603,2024-08-07,2025-11-21
CUST018119,21353,2023-08-23,2024-08-15
CUST018137,48008,2023-05-12,2024-05-05
CUST018152,169768,2023-07-04,2024-10-17
CUST018180,188161,2024-02-19,2025-08-06
CUST018188,157935,2023-09-09,2025-04-17
CUST018204,25600,2023-04-22,2024-07-27
CUST018205,123513,2023-09-22,2024-11-15
CUST018206,130589,2024-05-08,2025-06-30
CUST018219,72738,2024-01-31,2025-09-18
CUST018223,180196,2024-10-01,2025-08-25
CUST018224,70933,2023-04-28,2024-05-04
CUST018232,156315,2023-04-22,2024-04-14
CUST018237,116737,2024-02-04,2025-05-28
CUST018241,16793,2024-01-24,2025-05-28
CUST018252,133236,2024-09-19,2026-03-02
CUST018259,11497,2023-12-01,2025-01-24
CUST018277,152439,2024-06-28,2025-07-10
CUST018286,196752,2023-05-21,2024-09-28
CUST018287,123483,2024-10-18,2026-04-01
CUST018289,18549,2023-10-25,2024-12-04
CUST018297,158784,2024-03-16,2025-10-19
CUST018301,90208,2023-12-11,2025-03-18
CUST018309,64458,2024-05-16,2025-11-28
CUST018314,153853,2023-11-12,2025-06-04
CUST018315,95668,2023-05-29,2024-06-17
CUST018319,101844,2024-01-10,2024-12-12
CUST018321,89871,2023-10-20,2025-06-01
CUST018323,146886,2024-12-11,2025-10-07
CUST018325,54892,2023-08-17,2024-06-25
CUST018326,13973,2024-01-31,2025-02-05
CUST018355,96637,2024-08-12,2025-12-26
CUST018357,37936,2023-04-11,2024-02-15
CUST018369,110549,2023-12-04,2024-12-15
CUST018372,55048,2024-11-04,2025-11-10
CUST018384,195647,2023-09-25,2025-01-30
CUST018427,14657,2023-05-30,2024-05-15
CUST018468,176601,2024-07-07,2025-05-25
CUST018491,173564,2024-04-07,2025-08-31
CUST018493,14030,2024-07-28,2025-07-24
CUST018582,195950,2023-08-28,2024-11-16
CUST018601,37257,2024-09-20,2025-12-04
CUST018603,56753,2023-10-25,2025-04-10
CUST018614,196724,2023-06-04,2024-11-13
CUST018624,84205,2023-10-24,2024-09-13
CUST018627,38114,2023-12-31,2025-04-19
CUST018630,130264,2024-10-29,2025-11-18
CUST018637,67975,2024-07-31,2025-09-18
CUST018640,87990,2024-01-08,2025-03-13
CUST018647,106524,2023-05-01,2024-04-20
CUST018680,15699,2024-08-21,2026-02-26
CUST018716,174595,2024-02-25,2025-08-04
CUST018749,39861,2024-02-19,2025-08-09
CUST018761,158937,2024-09-13,2025-08-23
CUST018762,84429,2023-08-26,2024-10-15
CUST018765,62872,2024-10-12,2025-11-20
CUST018768,64208,2023-12-10,2025-05-26
CUST018773,81905,2023-09-28,2024-07-26
CUST018786,68191,2023-09-29,2024-11-23
CUST018793,91273,2024-06-07,2026-01-03
CUST018814,70743,2024-08-30,2025-07-17
CUST018836,52677,2023-05-22,2024-12-26
CUST018850,170331,2023-08-19,2025-01-04
CUST018853,101987,2024-12-19,2025-11-07
CUST018858,126042,2023-05-29,2024-08-10
CUST018864,13563,2023-05-12,2024-08-28
CUST018896,79944,2024-12-18,2025-11-10
CUST018953,101958,2024-09-30,2025-10-23
CUST018993,114305,2024-01-10,2024-12-28
CUST019006,54797,2024-11-24,2026-04-01
CUST019015,87386,2023-07-17,2024-07-12
CUST019028,172647,2023-09-12,2025-04-29
CUST019048,142636,2023-04-08,2024-10-06
CUST019057,71693,2024-08-28,2025-10-01
CUST019076,100485,2024-04-24,2025-05-11
CUST019083,41453,2023-04-30,2024-03-20
CUST019105,23026,2024-07-20,2025-08-11
CUST019111,148955,2024-02-27,2025-09-26
CUST019122,199327,2023-12-01,2025-04-14
CUST019131,99574,2024-12-05,2025-12-29
CUST019157,70283,2023-08-09,2024-11-08
CUST019164,124198,2023-06-03,2024-07-06
CUST019167,151045,2024-12-19,2026-02-04
CUST019174,41077,2024-01-12,2025-07-01
CUST019183,108141,2024-02-27,2025-03-23
CUST019196,22290,2024-06-21,2025-08-06
CUST019199,130194,2023-04-26,2024-05-21
CUST019209,21564,2024-04-04,2025-08-29
CUST019213,177473,2024-05-17,2025-08-06
CUST019225,82150,2023-10-16,2024-10-05
CUST019241,129320,2023-09-06,2025-02-28
CUST019246,184608,2023-12-17,2025-05-01
CUST019253,22441,2024-05-08,2025-03-25
CUST019278,136479,2024-09-30,2026-03-14
CUST019285,197534,2024-04-13,2025-08-30
CUST019315,64735,2024-07-23,2026-01-20
CUST019318,176358,2024-11-24,2026-02-26
CUST019337,186684,2023-11-15,2025-01-13
CUST019350,59372,2023-06-14,2025-01-10
CUST019358,185142,2024-11-25,2025-10-26
CUST019360,183616,2024-06-15,2025-08-08
CUST019369,63804,2024-09-12,2026-04-26
CUST019374,82002,2023-09-10,2024-10-26
CUST019390,175227,2024-08-06,2025-10-13
CUST019398,186948,2023-11-02,2024-10-22
CUST019405,64283,2024-12-13,2026-02-23
CUST019406,184833,2024-03-18,2025-05-27
CUST019442,175371,2023-08-08,2024-09-13
CUST019452,36457,2023-10-23,2025-06-12
CUST019475,107611,2023-10-06,2025-02-07
CUST019492,104281,2023-08-28,2024-10-25
CUST019497,44225,2023-09-23,2024-12-02
CUST019515,136214,2024-05-09,2025-04-05
CUST019520,25973,2023-09-07,2024-09-07
CUST019527,18937,2023-08-15,2024-07-26
CUST019537,168008,2023-07-28,2024-09-07
CUST019557,46572,2023-11-17,2025-01-03
CUST019564,10374,2023-07-30,2024-08-18
CUST019573,98596,2023-12-26,2024-11-10
CUST019574,117370,2024-01-30,2025-01-07
CUST019583,56406,2023-09-23,2024-08-07
CUST019590,105769,2023-10-24,2025-05-25
CUST019594,44487,2023-06-11,2024-08-01
CUST019598,82270,2024-08-28,2026-02-19
CUST019607,85436,2023-06-24,2024-06-23
CUST019629,180402,2023-09-06,2025-03-17
CUST019630,75551,2024-10-24,2026-02-17
CUST019651,31928,2024-07-02,2025-07-17
CUST019653,12827,2023-12-10,2025-03-31
CUST019654,129234,2023-07-05,2024-07-27
CUST019658,168885,2024-04-24,2025-03-22
CUST019665,39380,2023-09-10,2024-12-31
CUST019668,163604,2024-09-09,2026-04-03
CUST019671,25585,2024-05-06,2025-10-11
CUST019674,13483,2024-03-02,2025-06-01
CUST019684,56565,2024-09-17,2025-09-22
CUST019689,36619,2023-11-02,2024-12-22
CUST019691,107593,2023-10-08,2024-09-24
CUST019700,91618,2023-11-04,2025-06-03
CUST019707,150683,2023-06-25,2025-01-06
CUST019710,134633,2024-06-23,2025-07-13
CUST019724,17421,2023-11-05,2025-05-30
CUST019745,105373,2023-07-16,2025-02-04
CUST019767,99549,2024-11-12,2025-10-01
CUST019774,57131,2024-11-03,2025-11-29
CUST019795,194130,2024-06-18,2026-01-01
CUST019801,137612,2024-01-06,2025-07-24
CUST019811,171685,2024-02-12,2025-07-28
CUST019826,189357,2024-07-07,2025-08-08
CUST019833,21236,2024-01-10,2025-08-05
CUST019838,65101,2024-07-07,2025-06-04
CUST019864,110446,2023-06-29,2024-11-17
CUST019874,33713,2023-04-23,2024-08-11
CUST019876,155583,2024-12-08,2026-01-18
CUST019884,81676,2023-04-12,2024-10-21
CUST019900,115765,2023-04-02,2024-04-29
CUST019913,72083,2023-11-07,2025-06-17
CUST019914,153697,2024-03-21,2025-04-15
CUST019935,148549,2024-04-27,2025-10-15
CUST019943,176994,2024-12-09,2026-07-14
CUST019944,66934,2024-05-27,2025-04-06
CUST019946,40134,2024-03-07,2025-10-16
CUST019963,137784,2023-07-13,2024-05-16
CUST020001,41383,2023-11-07,2025-03-10
CUST020015,74861,2024-07-23,2025-07-15
CUST020017,102184,2023-04-04,2024-04-30
CUST020033,96939,2024-10-23,2025-09-30
CUST020034,115166,2024-05-28,2025-03-29
CUST020043,80097,2023-04-07,2024-09-20
CUST020047,92661,2023-12-03,2024-12-04
CUST020055,24299,2023-10-13,2024-12-04
CUST020065,193864,2024-12-08,2026-01-09
CUST020075,113757,2024-10-10,2026-02-06
CUST020113,196447,2023-04-18,2024-06-20
CUST020119,194887,2024-03-19,2025-04-11
CUST020124,28175,2024-01-26,2025-01-12
CUST020133,62278,2024-11-20,2025-11-09
CUST020137,196836,2024-02-05,2025-03-30
CUST020141,191200,2024-11-27,2026-01-16
CUST020150,171100,2024-01-02,2025-06-10
CUST020162,136476,2023-06-04,2024-04-16
CUST020163,118894,2024-11-01,2026-03-25
CUST020173,68521,2024-11-07,2026-02-11
CUST020184,86002,2023-08-27,2025-03-29
CUST020192,164506,2024-09-13,2026-02-05
CUST020217,162674,2024-12-11,2026-06-27
CUST020258,72573,2024-08-07,2025-08-13
CUST020264,97085,2024-08-29,2026-02-04
CUST020267,67313,2023-09-21,2025-03-15
CUST020276,164230,2023-12-06,2025-06-19
CUST020282,159737,2024-09-17,2025-12-12
CUST020286,183921,2023-10-12,2025-02-28
CUST020302,171698,2024-07-21,2025-09-28
CUST020308,57244,2024-04-09,2025-10-23
CUST020318,40661,2023-06-09,2024-12-14
CUST020327,102869,2023-05-15,2024-05-26
CUST020363,11807,2024-03-15,2025-02-07
CUST020374,196125,2023-06-20,2024-10-06
CUST020376,34172,2024-02-21,2025-08-03
CUST020381,170140,2023-12-24,2025-03-10
CUST020395,75614,2023-12-22,2025-03-29
CUST020399,129886,2024-10-06,2025-09-22
CUST020412,142541,2024-07-11,2025-06-01
CUST020420,137812,2023-10-09,2024-08-18
CUST020431,178221,2024-03-30,2025-07-24
CUST020438,150807,2024-05-01,2025-06-08
CUST020460,190795,2023-05-18,2024-05-18
CUST020469,32889,2023-08-17,2025-03-01
CUST020472,149322,2024-05-26,2025-12-23
CUST020498,71515,2023-11-30,2025-06-10
CUST020506,16717,2023-05-25,2024-04-22
CUST020515,78139,2023-05-08,2024-11-06
CUST020519,36409,2023-05-15,2024-06-14
CUST020527,30182,2023-08-13,2024-08-25
CUST020531,147447,2023-06-05,2024-09-14
CUST020538,151489,2024-02-18,2025-03-18
CUST020551,70974,2023-06-23,2024-11-10
CUST020573,12654,2023-09-04,2024-08-16
CUST020600,166421,2023-05-08,2024-09-07
CUST020615,155292,2024-07-06,2025-09-14
CUST020676,110369,2023-07-30,2024-06-29
CUST020687,35375,2023-10-14,2024-12-26
CUST020691,47606,2024-10-04,2025-12-25
CUST020692,88850,2024-06-12,2025-11-04
CUST020694,101031,2024-02-12,2025-08-07
CUST020726,170247,2024-08-16,2025-12-27
