Customer_ID,APR,Loan_Approval_Month
W018424,22.3,Sep-24
W018425,20.7,Sep-24
W018426,32.22,Dec-24
W018427,26.61,Apr-24
W018428,34.55,May-24
W018429,23.95,Feb-25
W018430,22.91,Jun-24
W018431,23.82,Apr-24
W018432,19.23,Jul-24
W018433,27.5,May-24
W018434,23.44,Jun-24
W018435,25.69,Mar-25
W018436,18.99,Nov-24
W018437,26.65,Feb-25
W018438,23.3,Jul-24
W018439,32.75,Dec-24
W018440,21.09,Sep-24
W018441,27.99,Mar-25
W018442,33.91,Apr-24
W018443,28.69,Sep-24
W018444,29.94,Oct-24
W018445,37.83,Mar-25
W018446,29.32,Jul-24
W018447,27.22,Nov-24
W018448,39.7,Mar-25
W018449,25.54,Jan-25
W018450,34.45,Jun-24
W018451,36.77,Oct-24
W018452,24.43,Oct-24
W018453,26.43,Jul-24
W018454,18.65,Apr-24
W018455,35.4,Mar-25
W018456,18.4,Jan-25
W018457,24.57,Jan-25
W018458,18.22,Sep-24
W018459,39.59,Jan-25
W018460,21.31,Mar-25
W018461,18.8,Mar-25
W018462,20.39,Mar-25
W018463,39.28,Oct-24
W018464,27.55,Jun-24
W018465,18.08,Mar-25
W018466,36.26,Aug-24
W018467,18.27,Nov-24
W018468,26.13,Oct-24
W018469,19.02,May-24
W018470,33.54,Jul-24
W018471,25.25,Oct-24
W018472,37.44,Feb-25
W018473,20.28,Dec-24
W018474,19.18,Oct-24
W018475,19.4,Nov-24
W018476,22.12,Jan-25
W018477,39.92,Mar-25
W018478,20.3,Mar-25
W018479,31.14,Dec-24
W018480,22.98,Feb-25
W018481,37.41,Apr-24
W018482,36.59,Jun-24
W018483,20.74,Sep-24
W018484,29.74,Nov-24
W018485,28.03,Feb-25
W018486,29.78,Oct-24
W018487,32.38,Mar-25
W018488,20.33,Sep-24
W018489,38.52,Jul-24
W018490,31.28,Nov-24
W018491,30.66,Jan-25
W018492,23.93,Jul-24
W018493,24.93,Sep-24
W018494,33.83,Mar-25
W018495,24.16,Jun-24
W018496,39.44,Mar-25
W018497,34.82,Mar-25
W018498,32.98,Oct-24
W018499,38.38,Mar-25
W018500,35.07,Sep-24
W018501,24.99,Oct-24
W018502,18.09,Aug-24
W018503,22.16,Aug-24
W018504,20.75,May-24
W018505,36.45,Sep-24
W018506,23.84,Apr-24
W018507,19.34,Oct-24
W018508,19.59,Jun-24
W018509,21.37,May-24
W018510,39.99,Feb-25
W018511,27.4,Oct-24
W018512,34.8,Dec-24
W018513,25.21,Apr-24
W018514,38.85,Sep-24
W018515,39.77,Nov-24
W018516,33.04,May-24
W018517,35.87,Aug-24
W018518,19.67,Mar-25
W018519,37.46,Jul-24
W018520,36.87,Jan-25
W018521,30.33,Mar-25
W018522,39.57,Jun-24
W018523,27.21,Jan-25
W018524,31.6,Nov-24
W018525,38.88,May-24
W018526,18.42,Apr-24
W018527,30.77,Apr-24
W018528,27.17,Jan-25
W018529,37.8,Aug-24
W018530,31.9,Dec-24
W018531,30.61,Jul-24
W018532,18.86,Oct-24
W018533,22.1,May-24
W018534,31.46,Jun-24
W018535,39.6,Jan-25
W018536,18.12,Feb-25
W018537,26.47,Dec-24
W018538,30.91,Aug-24
W018539,32.73,Sep-24
W018540,33.33,Jun-24
W018541,26.78,Sep-24
W018542,29.45,Feb-25
W018543,37.21,Feb-25
W018544,32.57,Jan-25
W018545,25.52,Nov-24
W018546,31.58,Jan-25
W018547,29.32,Apr-24
W018548,25.53,Jan-25
W018549,28.82,Nov-24
W018550,18.18,Nov-24
W018551,34.25,Oct-24
W018552,21.1,Jul-24
W018553,19.11,Apr-24
W018554,31.02,Jan-25
W018555,21.95,May-24
W018556,30.55,Mar-25
W018557,29.42,Jan-25
W018558,30.82,Jun-24
W018559,25.83,Aug-24
W018560,25.43,Jun-24
W018561,29.31,Nov-24
W018562,37.95,Sep-24
W018563,30.6,Jun-24
W018564,38.17,May-24
W018565,28.73,Jun-24
W018566,31.83,May-24
W018567,37.93,Mar-25
W018568,21.45,Jun-24
W018569,22.41,Dec-24
W018570,27.05,Apr-24
W018571,19.85,Jun-24
W018572,39.41,Oct-24
W018573,29.6,May-24
W018574,38.05,Mar-25
W018575,38.83,Jun-24
W018576,18.35,Sep-24
W018577,36.71,Mar-25
W018578,29.98,May-24
W018579,24.35,Apr-24
W018580,33.24,Jan-25
W018581,20.89,May-24
W018582,36.06,Feb-25
W018583,28.14,Mar-25
W018584,35.72,Jul-24
W018585,25.5,Aug-24
W018586,29.67,Apr-24
W018587,22.84,Jul-24
W018588,37.84,Aug-24
W018589,24.65,Jul-24
W018590,38.06,May-24
W018591,26.93,Apr-24
W018592,28.7,Jul-24
W018593,25.74,May-24
W018594,23.11,Jan-25
W018595,32.31,Dec-24
W018596,26.19,Jul-24
W018597,22.5,Jun-24
W018598,27.24,Oct-24
W018599,18.58,Feb-25
W018600,28.99,Jun-24
W018601,22.89,Jan-25
W018602,31.47,Mar-25
W018603,27.25,Nov-24
W018604,24.52,Aug-24
W018605,20.75,Jul-24
W018606,39.25,Apr-24
W018607,38.38,Aug-24
W018608,21.07,Dec-24
W018609,25.62,Nov-24
W018610,27.75,Jul-24
W018611,28.65,Dec-24
W018612,43.21,Oct-24
W018613,38.87,May-24
W018614,29.12,Feb-25
W018615,28.63,Oct-24
W018616,34.33,Jul-24
W018617,20.37,Aug-24
W018618,33.98,Apr-24
W018619,38.43,Feb-25
W018620,32.66,Jul-24
W018621,33.33,May-24
W018622,37.4,Dec-24
W018623,23.9,Mar-25
W018624,23.88,Mar-25
W018625,32.25,Nov-24
W018626,39.78,Jun-24
W018627,27.72,Oct-24
W018628,38.71,Oct-24
W018629,32,Sep-24
W018630,38.54,Jun-24
W018631,35.79,Dec-24
W018632,31.77,Dec-24
W018633,22.64,Sep-24
W018634,38.99,Jun-24
W018635,37.42,Jul-24
W018636,27.39,Aug-24
W018637,30.91,Dec-24
W018638,29.3,Jun-24
W018639,36.5,Dec-24
W018640,25.86,Aug-24
W018641,29.71,Sep-24
W018642,39.37,May-24
W018643,28.5,May-24
W018644,23.44,Mar-25
W018645,31.79,Mar-25
W018646,39,May-24
W018647,39.43,Oct-24
W018648,23.26,Feb-25
W018649,39.33,Feb-25
W018650,36.02,Sep-24
W018651,28.76,Oct-24
W018652,36.41,Jun-24
W018653,37.99,Jul-24
W018654,21.34,Feb-25
W018655,29.77,Sep-24
W018656,29.44,Jun-24
W018657,18.44,Mar-25
W018658,25.78,Apr-24
W018659,36.05,Sep-24
W018660,22.28,Jan-25
W018661,24.52,Feb-25
W018662,32.79,Jan-25
W018663,39.28,May-24
W018664,31.45,Oct-24
W018665,18.13,Aug-24
W018666,29.23,Apr-24
W018667,31.33,Dec-24
W018668,34.58,May-24
W018669,35.1,May-24
W018670,26.99,Jan-25
W018671,32.78,Jan-25
W018672,34.74,Jul-24
W018673,26.3,May-24
W018674,29.46,Jan-25
W018675,34.59,Sep-24
W018676,27.97,Aug-24
W018677,38.05,Jan-25
W018678,19.18,Jan-25
W018679,35.68,Jun-24
W018680,38.64,May-24
W018681,27.12,Sep-24
W018682,24.66,May-24
W018683,33.41,Feb-25
W018684,28.87,Jul-24
W018685,19.91,Aug-24
W018686,24.83,Feb-25
W018687,23.83,Nov-24
W018688,33.3,Mar-25
W018689,26.32,Apr-24
W018690,36.81,Oct-24
W018691,33.13,Sep-24
W018692,19.05,Jun-24
W018693,18.29,Jan-25
W018694,19.8,Jan-25
W018695,19.99,Jan-25
W018696,20.22,Apr-24
W018697,25.42,May-24
W018698,32.99,Apr-24
W018699,33.39,Jun-24
W018700,19.86,Apr-24
W018701,31.32,Jan-25
W018702,22.18,Aug-24
W018703,25.47,Jan-25
W018704,26.82,Sep-24
W018705,26.81,Apr-24
W018706,31.44,Apr-24
W018707,21.8,Mar-25
W018708,31.15,Jul-24
W018709,34.98,Jul-24
W018710,21.76,Nov-24
W018711,33.46,Jan-25
W018712,25.51,Oct-24
W018713,37.58,Oct-24
W018714,24.41,Dec-24
W018715,31.41,Nov-24
W018716,19.79,Mar-25
W018717,20.19,Feb-25
W018718,34.64,Feb-25
W018719,18.76,Mar-25
W018720,22.09,Mar-25
W018721,30.85,Mar-25
W018722,24.2,Jun-24
W018723,24.01,Jul-24
W018724,24.36,Nov-24
W018725,28.79,Aug-24
W018726,18.28,Aug-24
W018727,29.53,Nov-24
W018728,20.49,Nov-24
W018729,35.09,Sep-24
W018730,18.18,Dec-24
W018731,35.02,Jul-24
W018732,29.42,Jan-25
W018733,23.09,Apr-24
W018734,36.23,Jan-25
W018735,30.41,May-24
W018736,29.23,Apr-24
W018737,27.11,Jul-24
W018738,40.61,Dec-24
W018739,19.27,Feb-25
W018740,31.63,Sep-24
W018741,27.64,Sep-24
W018742,23.12,Sep-24
W018743,30.33,Apr-24
W018744,30.2,Apr-24
W018745,31.08,Jun-24
W018746,29.94,Aug-24
W018747,37.96,May-24
W018748,35.12,Feb-25
W018749,32.89,Mar-25
W018750,25.12,Apr-24
W018751,26.94,Dec-24
W018752,20.35,Feb-25
W018753,32.32,Apr-24
W018754,39.16,Feb-25
W018755,36.82,Feb-25
W018756,26.06,Feb-25
W018757,18.08,Jul-24
W018758,30.42,Dec-24
W018759,31.03,Jan-25
W018760,31.5,May-24
W018761,26.57,Jan-25
W018762,39.36,Jun-24
W018763,21.88,Jul-24
W018764,22.82,Mar-25
W018765,23.35,May-24
W018766,25.47,May-24
W018767,24.35,Mar-25
W018768,26.49,Sep-24
W018769,36.17,Feb-25
W018770,31.12,Feb-25
W018771,24.89,Jan-25
W018772,23.29,Aug-24
W018773,22.94,Feb-25
W018774,29.45,Aug-24
W018775,26.02,Dec-24
W018776,35.03,Oct-24
W018777,39.22,Feb-25
W018778,19.48,Dec-24
W018779,19.19,Apr-24
W018780,19.14,May-24
W018781,35.03,Aug-24
W018782,34.15,Jan-25
W018783,18.1,Oct-24
W018784,33.5,Nov-24
W018785,29.91,Oct-24
W018786,38.82,Dec-24
W018787,28.39,Feb-25
W018788,29.15,Jun-24
W018789,19.87,Feb-25
W018790,39.46,Aug-24
W018791,37.89,Mar-25
W018792,22.26,Sep-24
W018793,21.72,Jan-25
W018794,27.18,Oct-24
W018795,31.13,Mar-25
W018796,33.99,Oct-24
W018797,34.56,Jul-24
W018798,29.41,Apr-24
W018799,19.2,Nov-24
W018800,28.99,Jan-25
W018801,30.65,Apr-24
W018802,28.54,Mar-25
W018803,37.2,Apr-24
W018804,18.58,Dec-24
W018805,31.52,Jan-25
W018806,38.96,Jan-25
W018807,19.46,Mar-25
W018808,25.09,Jun-24
W018809,34.24,Dec-24
W018810,27.02,Jan-25
W018811,41.05,Feb-25
W018812,23.41,Jan-25
W018813,21.06,Mar-25
W018814,29.93,Apr-24
W018815,30.97,Oct-24
W018816,30.43,Aug-24
W018817,36.93,Mar-25
W018818,21.13,Mar-25
W018819,32.2,Jul-24
W018820,25.65,Feb-25
W018821,38.64,Mar-25
W018822,18.87,Aug-24
W018823,37.45,Apr-24
W018824,23.58,Jan-25
W018825,30.67,Oct-24
W018826,20.43,Feb-25
W018827,39.34,Mar-25
W018828,24.68,May-24
W018829,19.06,Mar-25
W018830,21.12,Dec-24
W018831,20.41,Aug-24
W018832,20.78,Aug-24
W018833,25.59,Jun-24
W018834,36.67,Jan-25
W018835,36.39,May-24
W018836,29.21,Nov-24
W018837,24.85,Dec-24
W018838,28.77,Jun-24
W018839,24.32,Mar-25
W018840,27.27,Feb-25
W018841,34.53,Nov-24
W018842,28.3,Sep-24
W018843,22.63,Mar-25
W018844,36.99,Feb-25
W018845,20.44,Dec-24
W018846,32.25,Jan-25
W018847,36.94,Jul-24
W018848,19.93,Jun-24
W018849,21.79,Oct-24
W018850,24.76,Apr-24
W018851,36.94,Jun-24
W018852,30.88,Oct-24
W018853,31.02,Mar-25
W018854,28.66,Oct-24
W018855,38.94,Dec-24
W018856,37.18,Jan-25
W018857,36.81,Dec-24
W018858,38.17,Feb-25
W018859,29.95,Feb-25
W018860,34.64,Oct-24
W018861,27.52,Feb-25
W018862,23.22,Jun-24
W018863,23.76,Jun-24
W018864,32.16,Aug-24
W018865,23.13,Dec-24
W018866,32.01,Apr-24
W018867,21.82,Apr-24
W018868,33.93,Dec-24
W018869,29.08,Mar-25
W018870,19.44,Oct-24
W018871,27.9,Feb-25
W018872,34.08,Jul-24
W018873,35.43,Apr-24
W018874,25,Sep-24
W018875,35.98,Dec-24
W018876,31.02,Sep-24
W018877,35.54,Aug-24
W018878,26.87,Apr-24
W018879,29.69,Dec-24
W018880,23.35,Dec-24
W018881,33.34,Apr-24
W018882,36.33,Mar-25
W018883,19.91,Jul-24
W018884,26.46,Mar-25
W018885,26.7,Apr-24
W018886,24.61,Jan-25
W018887,19.99,Jul-24
W018888,25.92,Oct-24
W018889,19.28,Nov-24
W018890,37.41,Jun-24
W018891,31.26,Jun-24
W018892,38.4,Jan-25
W018893,34.3,Aug-24
W018894,31.47,Feb-25
W018895,37.75,Sep-24
W018896,37.96,Jun-24
W018897,28.95,Sep-24
W018898,25.82,Jan-25
W018899,34.18,Mar-25
W018900,30.39,Oct-24
W018901,22.84,Sep-24
W018902,38.61,Sep-24
W018903,37.38,May-24
W018904,33.15,Feb-25
W018905,33.87,Jul-24
W018906,26.19,Apr-24
W018907,31.45,Jan-25
W018908,26.98,Aug-24
W018909,19.37,Jan-25
W018910,19.29,Jun-24
W018911,24.19,Jun-24
W018912,21.05,Jul-24
W018913,19.65,Mar-25
W018914,32.42,Dec-24
W018915,22.19,Feb-25
W018916,23.32,Sep-24
W018917,35.14,Jan-25
W018918,25.63,Feb-25
W018919,33.78,Nov-24
W018920,26,Feb-25
W018921,37.53,Mar-25
W018922,19.35,Aug-24
W018923,35.87,Sep-24
W018924,21.86,Jun-24
W018925,28.67,Feb-25
W018926,39.47,Feb-25
W018927,27.07,Feb-25
W018928,36.87,Oct-24
W018929,32.69,Mar-25
W018930,39.09,Feb-25
W018931,31.36,Feb-25
W018932,39.53,Dec-24
W018933,27.06,Dec-24
W018934,34.46,Oct-24
W018935,33.95,Jun-24
W018936,28.23,Aug-24
W018937,24.83,Jan-25
W018938,24.69,Dec-24
W018939,28.98,Feb-25
W018940,31.89,Dec-24
W018941,19.18,Jun-24
W018942,37.14,Aug-24
W018943,20.24,Apr-24
W018944,21.71,Oct-24
W018945,38.66,May-24
W018946,35.24,Jan-25
W018947,26.28,Jan-25
W018948,18.95,Sep-24
W018949,35.38,Jan-25
W018950,25.59,Mar-25
W018951,34.54,Sep-24
W018952,21.56,Oct-24
W018953,30.45,Jun-24
W018954,22.7,Nov-24
W018955,25.25,Aug-24
W018956,21.43,Jan-25
W018957,35.16,Jul-24
W018958,39.07,Feb-25
W018959,19.17,Mar-25
W018960,30.64,Dec-24
W018961,21.78,Dec-24
W018962,31.55,May-24
W018963,38.23,Apr-24
W018964,21.13,Jun-24
W018965,38.1,Jan-25
W018966,23.71,Nov-24
W018967,27.97,Jul-24
W018968,30.7,Aug-24
W018969,32.09,Aug-24
W018970,23.59,Feb-25
W018971,26.67,May-24
W018972,26.75,Apr-24
W018973,34.69,Nov-24
W018974,38.65,Jan-25
W018975,31.01,Mar-25
W018976,24.8,Aug-24
W018977,19.91,May-24
W018978,39.91,Oct-24
W018979,26.72,May-24
W018980,27.12,Sep-24
W018981,18.84,Dec-24
W018982,24.02,Jul-24
W018983,31.23,Aug-24
W018984,35.65,Apr-24
W018985,38.55,Apr-24
W018986,22.89,Dec-24
W018987,28.87,Aug-24
W018988,26.2,Mar-25
W018989,28.23,Feb-25
W018990,21.57,Jun-24
W018991,23.64,May-24
W018992,30.22,Jan-25
W018993,26.7,Oct-24
W018994,24.12,Jul-24
W018995,38.92,Jun-24
W018996,25.59,May-24
W018997,22.16,Feb-25
W018998,22.35,Feb-25
W018999,29.09,Feb-25
W019000,27.01,Jan-25
W019001,18.9,Jan-25
W019002,22.87,Jul-24
W019003,30.49,Dec-24
W019004,33.69,Jan-25
W019005,25.97,Oct-24
W019006,24.03,Apr-24
W019007,33.41,Jun-24
W019008,29.87,Mar-25
W019009,28.81,Aug-24
W019010,29.05,Oct-24
W019011,32.41,Aug-24
W019012,36.49,Dec-24
W019013,18.78,Oct-24
W019014,25.53,Mar-25
W019015,34.9,Apr-24
W019016,30.2,Sep-24
W019017,39.76,May-24
W019018,22.74,Sep-24
W019019,27.01,Jun-24
W019020,34.28,Mar-25
W019021,23.17,May-24
W019022,30.79,Jun-24
W019023,28.88,Feb-25
W019024,28.45,Jan-25
W019025,38.29,Jul-24
W019026,29.75,Apr-24
W019027,19.33,Jul-24
W019028,37.72,Sep-24
W019029,38,Aug-24
W019030,35,Aug-24
W019031,38.39,Dec-24
W019032,35.51,Dec-24
W019033,20.24,Dec-24
W019034,23.4,Oct-24
W019035,29.97,Jan-25
W019036,37.73,Dec-24
W019037,31.48,Mar-25
W019038,29.4,Nov-24
W019039,36.29,Nov-24
W019040,27.45,Aug-24
W019041,22.44,Dec-24
W019042,32.21,Nov-24
W019043,27.08,Oct-24
W019044,20.76,Nov-24
W019045,35.07,Dec-24
W019046,26.43,Oct-24
W019047,25.63,Dec-24
W019048,21.07,Nov-24
W019049,39.36,May-24
W019050,28.05,Jun-24
W019051,28.1,Sep-24
W019052,19.64,Sep-24
W019053,37.46,Oct-24
W019054,25.55,May-24
W019055,38.08,Mar-25
W019056,28.47,Apr-24
W019057,25.74,Feb-25
W019058,22.84,Mar-25
W019059,30.75,Aug-24
W019060,22.86,Feb-25
W019061,28.6,May-24
W019062,38.53,Dec-24
W019063,18.24,Jun-24
W019064,37.13,Mar-25
W019065,39.82,May-24
W019066,37.53,Mar-25
W019067,33.91,Mar-25
W019068,28.03,Oct-24
W019069,34.03,Sep-24
W019070,30.03,Nov-24
W019071,29.98,Dec-24
W019072,23.44,Jun-24
W019073,37.52,Nov-24
W019074,28.14,Jul-24
W019075,20.16,May-24
W019076,23.21,Jul-24
W019077,36.6,Jul-24
W019078,38.22,Nov-24
W019079,29.34,Jan-25
W019080,28.58,Nov-24
W019081,31.39,Oct-24
W019082,31.05,Jul-24
W019083,35.83,May-24
W019084,38.78,Apr-24
W019085,27.89,Feb-25
W019086,19.22,May-24
W019087,27.11,May-24
W019088,36.35,Jun-24
W019089,30.95,Jan-25
W019090,36.93,Aug-24
W019091,20.3,Apr-24
W019092,38.13,Aug-24
W019093,18.6,Oct-24
W019094,26.72,Mar-25
W019095,18.93,Apr-24
W019096,34.92,Jul-24
W019097,35.75,Feb-25
W019098,18.5,May-24
W019099,30.98,Nov-24
W019100,19.43,May-24
W019101,22.69,Apr-24
W019102,23.95,May-24
W019103,23.33,Jan-25
W019104,39.74,Jul-24
W019105,24.15,Aug-24
W019106,28.23,May-24
W019107,21.19,Jul-24
W019108,30.65,Oct-24
W019109,28.42,Aug-24
W019110,29.09,Nov-24
W019111,35.23,Jan-25
W019112,29.88,Dec-24
W019113,32.8,Apr-24
W019114,26.43,Apr-24
W019115,38.89,Jun-24
W019116,20.95,Nov-24
W019117,37.13,Apr-24
W019118,37.66,Jan-25
W019119,34.47,May-24
W019120,21.48,Apr-24
W019121,27.17,Apr-24
W019122,39.39,Mar-25
W019123,24.2,Dec-24
W019124,19.56,Mar-25
W019125,22.3,Jan-25
W019126,27.86,Apr-24
W019127,33.03,Jul-24
W019128,18.91,Oct-24
W019129,24.35,Mar-25
W019130,30.4,Aug-24
W019131,24.65,Jan-25
W019132,18,Aug-24
W019133,23.93,Oct-24
W019134,20.78,Sep-24
W019135,35.9,Sep-24
W019136,42.73,Nov-24
W019137,20.95,Jan-25
W019138,24.13,Dec-24
W019139,25.14,Feb-25
W019140,20.44,May-24
W019141,22.88,Mar-25
W019142,39.23,Mar-25
W019143,29.94,Jan-25
W019144,27.26,Jul-24
W019145,37.6,Jan-25
W019146,34.53,Dec-24
W019147,19.61,Jan-25
W019148,37.27,Apr-24
W019149,24.81,Jan-25
W019150,19.22,Nov-24
W019151,22.66,Feb-25
W019152,18.56,Apr-24
W019153,38.76,Feb-25
W019154,19.49,Jul-24
W019155,27.14,Dec-24
W019156,36.58,Jul-24
W019157,24.41,Aug-24
W019158,20.01,Dec-24
W019159,19.27,Nov-24
W019160,36,Apr-24
W019161,24.27,Jun-24
W019162,20.44,Jul-24
W019163,26.66,Jun-24
W019164,24.48,Dec-24
W019165,38.6,Sep-24
W019166,30.71,Jun-24
W019167,20.89,Nov-24
W019168,37.37,Dec-24
W019169,34.42,Jan-25
W019170,28.11,Jul-24
W019171,32.73,Aug-24
W019172,35.73,Jun-24
W019173,21.46,Aug-24
W019174,36.65,May-24
W019175,23.61,May-24
W019176,26.7,Feb-25
W019177,32.77,Aug-24
W019178,34.25,Oct-24
W019179,22.62,Apr-24
W019180,33.72,Jun-24
W019181,32.27,Apr-24
W019182,19.62,Nov-24
W019183,23.96,May-24
W019184,25.14,Sep-24
W019185,24.01,Feb-25
W019186,28.2,Sep-24
W019187,29.93,Dec-24
W019188,25.23,Sep-24
W019189,27.15,Jan-25
W019190,27.13,Sep-24
W019191,32.74,Feb-25
W019192,29.33,Apr-24
W019193,36.75,Oct-24
W019194,33.46,Mar-25
W019195,28.38,Sep-24
W019196,23.91,Nov-24
W019197,33.87,Apr-24
W019198,33.3,Nov-24
W019199,18.27,Nov-24
W019200,29.33,Apr-24
W019201,30.11,Feb-25
W019202,22.65,Oct-24
W019203,31.64,Oct-24
W019204,32.48,Oct-24
W019205,37.64,Mar-25
W019206,27.99,Jun-24
W019207,20.76,Jun-24
W019208,18.94,Feb-25
W019209,31.09,Nov-24
W019210,22.06,Nov-24
W019211,38.97,Nov-24
W019212,32.09,Mar-25
W019213,28.64,Jun-24
W019214,29.54,Jul-24
W019215,39.42,Mar-25
W019216,19.66,May-24
W019217,38.77,Feb-25
W019218,31.15,Jun-24
W019219,36.83,Aug-24
W019220,28.94,Jun-24
W019221,37.95,Jul-24
W019222,25.84,Oct-24
W019223,30.79,Jun-24
W019224,40.9,Apr-24
W019225,34.64,Apr-24
W019226,22.16,Jul-24
W019227,37.88,Apr-24
W019228,29.48,Sep-24
W019229,19.13,Jul-24
W019230,32.09,Aug-24
W019231,22.71,Sep-24
W019232,38.25,May-24
W019233,18.38,Apr-24
W019234,34.37,Jan-25
W019235,36.34,Mar-25
W019236,38.77,Mar-25
W019237,31.63,May-24
W019238,23.29,Sep-24
W019239,24.55,Jan-25
W019240,29.28,Dec-24
W019241,30.01,Nov-24
W019242,25.71,Jan-25
W019243,37.36,Feb-25
W019244,22.38,Apr-24
W019245,32.02,Aug-24
W019246,37.38,Oct-24
W019247,22.81,Nov-24
W019248,21.38,Oct-24
W019249,27.22,Apr-24
W019250,38.25,Mar-25
W019251,30.72,Jul-24
W019252,34.05,Jul-24
W019253,24.87,Dec-24
W019254,23.44,Mar-25
W019255,35.96,Sep-24
W019256,24.48,Sep-24
W019257,18.37,Aug-24
W019258,28.68,Aug-24
W019259,35.43,Dec-24
W019260,24.2,May-24
W019261,37.75,Jan-25
W019262,30.72,Aug-24
W019263,34.65,Apr-24
W019264,26.6,Aug-24
W019265,33.13,Jul-24
W019266,35.66,Jul-24
W019267,20.59,Jul-24
W019268,31.28,Jun-24
W019269,30.57,Sep-24
W019270,29.86,Jun-24
W019271,27.44,Sep-24
W019272,37.7,Sep-24
W019273,34.54,Feb-25
W019274,19.15,Jan-25
W019275,30.33,May-24
W019276,24.51,Dec-24
W019277,30.22,Jan-25
W019278,24.69,Nov-24
W019279,18.49,Oct-24
W019280,29.99,Dec-24
W019281,37.41,Nov-24
W019282,28.55,Dec-24
W019283,28.65,Nov-24
W019284,38.34,Jun-24
W019285,29.1,Jan-25
W019286,21.49,Apr-24
W019287,39.22,Feb-25
W019288,20.31,Sep-24
W019289,30.27,Mar-25
W019290,18.97,Jun-24
W019291,40.31,Jun-24
W019292,31.6,Sep-24
W019293,29.28,Jan-25
W019294,26.24,Mar-25
W019295,22.26,Dec-24
W019296,30.02,Aug-24
W019297,36.05,Apr-24
W019298,28.7,Jan-25
W019299,34.52,Oct-24
W019300,38.06,Dec-24
W019301,19.56,Jan-25
W019302,34.66,May-24
W019303,32.97,Dec-24
W019304,38.78,Aug-24
W019305,21.4,Apr-24
W019306,24.03,Jul-24
W019307,32.29,Nov-24
W019308,28.69,Jun-24
W019309,26.76,Aug-24
W019310,26.4,May-24
W019311,37.79,Aug-24
W019312,18.49,Mar-25
W019313,21.26,Dec-24
W019314,38.84,Mar-25
W019315,29.81,Jun-24
W019316,20.68,Oct-24
W019317,37.57,Sep-24
W019318,18.74,May-24
W019319,35.18,Oct-24
W019320,25.54,Jan-25
W019321,28.46,Jul-24
W019322,20.71,Sep-24
W019323,25.07,Oct-24
W019324,18.35,Dec-24
W019325,36.58,Oct-24
W019326,38.02,Jun-24
W019327,21.73,Dec-24
W019328,35.46,Sep-24
W019329,32.27,Jul-24
W019330,36.26,Mar-25
W019331,32.19,Jan-25
W019332,29.83,Aug-24
W019333,33.44,Jan-25
W019334,27.91,Apr-24
W019335,19.19,Mar-25
W019336,20.3,Jul-24
W019337,19.8,Jun-24
W019338,38.04,Sep-24
W019339,20.26,Dec-24
W019340,29.31,Jun-24
W019341,39.19,Mar-25
W019342,37.06,Aug-24
W019343,36.25,May-24
W019344,27.58,Dec-24
W019345,28.99,Nov-24
W019346,20.32,Jan-25
W019347,31.26,Jul-24
W019348,35.2,Feb-25
W019349,26.54,Nov-24
W019350,30.76,Jan-25
W019351,20.88,Jul-24
W019352,37.48,May-24
W019353,36.08,Dec-24
W019354,22.81,May-24
W019355,23.32,Apr-24
W019356,35.2,Apr-24
W019357,38.16,Jun-24
W019358,23.89,Jan-25
W019359,38.54,Oct-24
W019360,22.13,Sep-24
W019361,37.62,Mar-25
W019362,23.29,Jun-24
W019363,28.32,Aug-24
W019364,26.97,Jan-25
W019365,23.53,Sep-24
W019366,32.5,Jan-25
W019367,24.05,May-24
W019368,20.68,Jun-24
W019369,33.86,Jul-24
W019370,23.3,Nov-24
W019371,28.06,Feb-25
W019372,21.01,Apr-24
W019373,32.45,Dec-24
W019374,32.61,Apr-24
W019375,21.53,Mar-25
W019376,31.41,Jun-24
W019377,21.82,Jun-24
W019378,30.66,Dec-24
W019379,36.24,Jun-24
W019380,19.14,Jun-24
W019381,23.39,May-24
W019382,23.13,Jul-24
W019383,26.33,Feb-25
W019384,31.31,Nov-24
W019385,38.22,Sep-24
W019386,21.79,Apr-24
W019387,32.16,Aug-24
W019388,31.28,Mar-25
W019389,37.65,Feb-25
W019390,41,Jan-25
W019391,32.42,Feb-25
W019392,38.53,Nov-24
W019393,35.34,Apr-24
W019394,23.92,Sep-24
W019395,31.34,Feb-25
W019396,33.8,Oct-24
W019397,27.81,Aug-24
W019398,25.24,Jul-24
W019399,35.83,Oct-24
W019400,38.61,Dec-24
W019401,37.09,Jul-24
W019402,39.06,Jun-24
W019403,20.33,Jan-25
W019404,27.16,Jul-24
W019405,19.04,Aug-24
W019406,26.15,Dec-24
W019407,27.26,Feb-25
W019408,38.25,Apr-24
W019409,27.92,Dec-24
W019410,22.71,Dec-24
W019411,18.71,Nov-24
W019412,19.48,Jan-25
W019413,34.18,Nov-24
W019414,20,Nov-24
W019415,20.23,Jul-24
W019416,24.16,Oct-24
W019417,21.74,May-24
W019418,31.55,Jun-24
W019419,31.93,Nov-24
W019420,18.22,Jul-24
W019421,34.45,Jan-25
W019422,38.12,Feb-25
W019423,38.5,Sep-24
W019424,21.41,Mar-25
W019425,30.63,Feb-25
W019426,36.72,Nov-24
W019427,38.5,Nov-24
W019428,18.19,Aug-24
W019429,25.39,Feb-25
W019430,35.63,Oct-24
W019431,29.06,Apr-24
W019432,22.15,Aug-24
W019433,33.15,Jun-24
